"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-05-14 06:00:00",1,279,9.999e+20,9.999e+20,9.999e+20,73.4,-0.35999998,-2.27,0.00413,102137.96,9.999e+20
"2020-05-14 12:00:00",1,283.4,260,559,0,55.4,-2.02,1.05,0.00421,102270.21,1
"2020-05-14 18:00:00",1,283.83,270,683,0,68.9,-5.33,1.18,0.00539,102265.47,12
"2020-05-15 00:00:00",1,281.15,269,55,0,77.4,-1.86,-0.02,0.0050399997,102379.54,36
"2020-05-15 06:00:00",1,282,278,8,1e-06,74,-1.48,2.31,0.00512,102371.28,36
"2020-05-15 12:00:00",1,284,326,319,6e-06,62.3,-2.08,2.8799999,0.00493,102426.76,78
"2020-05-15 18:00:00",1,284.1,285,621,2e-06,68.5,-0.44,4.79,0.0054599997,102340.875,42
"2020-05-16 00:00:00",1,282.4,282,52,1e-06,81.3,1.5799999,4.93,0.0057699997,102310.96,56
"2020-05-16 06:00:00",1,283.1,306,8,5e-06,79.200005,2.06,5.1,0.00592,102060.95,83
"2020-05-16 12:00:00",1,284.30002,331,313,1e-05,74.200005,3.3899999,5.79,0.0060199997,102008.9,90
"2020-05-16 18:00:00",1,283.9,327,428,3.3e-05,81.9,6.24,5.97,0.00646,101768.88,87
"2020-05-17 00:00:00",1,283.9,338,30,2.7e-05,88.3,8.95,5.5899997,0.00701,101480.16,87
"2020-05-17 06:00:00",1,284.4,356,3,0.00012,91.9,7.62,7.75,0.00758,101217.86,90
"2020-05-17 12:00:00",1,284.9,361,138,6.2e-05,92.4,7.7999997,4.67,0.00786,101245.99,93
"2020-05-17 18:00:00",1,284.80002,359,149,0.000304,93.700005,5.79,8,0.00794,101156.664,95
"2020-05-18 00:00:00",1,284.6,353,15,2.1e-05,95.8,4.65,2.58,0.00799,101314.875,88
"2020-05-18 06:00:00",1,284.7,358,2,3e-05,95.200005,5.2,-0.61,0.00799,101270.46,97
"2020-05-18 12:00:00",1,286,357,183,0.000132,91.6,7.72,1.9799999,0.00837,101292.6,97
"2020-05-18 18:00:00",1,285.7,362,159,0.000249,93.8,8.3,4.12,0.0084,101298.94,95
"2020-05-19 00:00:00",1,285.4,366,9,4e-05,93.6,6.54,3.59,0.0082,101456.31,97
"2020-05-19 06:00:00",1,285.2,365,4,2.8e-05,93.8,5.6299996,1.4,0.00808,101479.95,98
"2020-05-19 12:00:00",1,287,352,224,0.000105,89,6.35,0.71,0.00869,101564.12,89
"2020-05-19 18:00:00",1,287.9,342,405,9e-06,81.3,5.85,1.01,0.00838,101488.266,55
"2020-05-20 00:00:00",1,285.6,306,58,0,84.4,4.14,-1.3199999,0.00752,101525.21,7
"2020-05-20 06:00:00",1,283.80002,281,14,0,78.1,3.7099998,-3.07,0.0061899996,101420.586,47
"2020-05-20 12:00:00",1,289.7,288,552,0,56.600002,4.45,-1.92,0.00653,101473.4,57
"2020-05-20 18:00:00",1,290.1,320,667,1e-06,67.1,2.1299999,0.57,0.007929999,101397.75,45
"2020-05-21 00:00:00",1,286.2,317,59,0,82.3,1.54,0.77,0.0076099997,101628.55,3
"2020-05-21 06:00:00",1,286.5,308,13,0,83.700005,1.5999999,-1.66,0.00786,101716.77,30
"2020-05-21 12:00:00",1,289.5,318,542,0,73.700005,0.79999995,-0.22999999,0.00832,101837.37,27
"2020-05-21 18:00:00",1,290,335,662,3.7e-05,77.200005,-0.71999997,-1.05,0.00911,101766,12
"2020-05-22 00:00:00",1,288,329,59,4.5e-05,87.8,4.0699997,-2.61,0.009099999,101788.37,1
"2020-05-22 06:00:00",1,286.4,312,14,0,88.8,2.8799999,-4.19,0.00826,101648,0
"2020-05-22 12:00:00",1,292.5,311,559,0,53.100002,4.97,-5.0899997,0.00733,101288.99,1
"2020-05-22 18:00:00",1,292.80002,314,694,0,54.8,4.88,-3.07,0.0077299997,101174.98,0
"2020-05-23 00:00:00",1,285.9,301,65,0,77.6,1.5999999,-2.6699998,0.0070399996,101353.6,1
"2020-05-23 06:00:00",1,285.1,284,16,0,78.5,0.22999999,-2.87,0.00677,101417.086,0
"2020-05-23 12:00:00",1,293.1,298,574,0,49.9,1.43,-4.79,0.00716,101521.125,0
"2020-05-23 18:00:00",1,294,317,700,0,51.600002,0.5,-4.94,0.00786,101482.46,0
"2020-05-24 00:00:00",1,286.30002,305,66,0,77.700005,0.62,-2.8999999,0.0072299996,101639.5,0
"2020-05-24 06:00:00",1,285.6,287,16,0,70.3,0.55,-3.1599998,0.0062499996,101618.46,0
"2020-05-24 12:00:00",1,293.7,305,570,0,47.5,2.3999999,-5.91,0.00707,101645,0
"2020-05-24 18:00:00",1,293.7,324,693,0,52.8,0.65999997,-6.8999996,0.00785,101606.18,0
"2020-05-25 00:00:00",1,285.2,296,67,0,67.6,-0.19,-4.0499997,0.00582,101814.4,0
"2020-05-25 06:00:00",1,284.6,283,17,0,80.8,-0.11,-3.82,0.0066899997,101831.625,0
"2020-05-25 12:00:00",1,292,292,579,0,47.9,0.71999997,-7.1499996,0.0064,101963.3,0
"2020-05-25 18:00:00",1,292.80002,309,704,0,49.8,0.53,-6.79,0.00696,101981.805,0
"2020-05-26 00:00:00",1,285.6,297,69,0,71.6,-0.38,-3.4099998,0.00633,102215.25,0
"2020-05-26 06:00:00",1,285.80002,288,17,0,70.9,-0.65,-2.9399998,0.00635,102285.49,0
"2020-05-26 12:00:00",1,294.30002,308,571,0,51,0.049999997,-4.98,0.0078,102388.836,1
"2020-05-26 18:00:00",1,294.1,338,665,1e-06,56.3,-2.1699998,-4.4,0.00851,102352.62,30
"2020-05-27 00:00:00",1,287.7,332,57,0,80.6,-0.12,-2.81,0.00814,102462.95,73
"2020-05-27 06:00:00",1,286.9,313,14,0,74.8,0.14,-2.08,0.00716,102353,79
"2020-05-27 12:00:00",1,292.80002,311,540,0,47.8,0.03,-3.3,0.00667,102281.28,62
"2020-05-27 18:00:00",1,293.6,324,679,0,48.100002,-2.05,-2.3899999,0.00707,102016.33,52
"2020-05-28 00:00:00",1,286.2,309,67,0,75.4,-1.14,-2,0.0069399998,101916.49,17
"2020-05-28 06:00:00",1,287.6,295,18,0,73.8,-0.25,-0.95,0.00745,101585.22,13
"2020-05-28 12:00:00",1,292.4,308,574,0,52.4,-1.8199999,0.88,0.00719,101300.984,1
"2020-05-28 18:00:00",1,290,314,701,0,59.8,-4.39,0.59,0.00707,100946.83,2
"2020-05-29 00:00:00",1,282.9,288,70,0,87.700005,-3.82,-1.31,0.0065599997,100744.055,4
"2020-05-29 06:00:00",1,282.5,277,15,0,82.200005,-4.43,-3.26,0.00597,100489.766,32
"2020-05-29 12:00:00",1,286.4,302,460,3e-06,65.200005,-6.83,-5.87,0.00616,100318.71,85
"2020-05-29 18:00:00",1,284.2,336,347,0.000117,82.700005,-7.9199996,-5.3399997,0.00677,100010.68,94
"2020-05-30 00:00:00",1,283.7,348,22,0.000262,91,-7.46,-4.75,0.00722,99627.65,95
"2020-05-30 06:00:00",1,282.1,350,2,0.000367,88.200005,-7.72,-9.98,0.00633,99374.875,96
"2020-05-14 06:00:00",2,278.9,9.999e+20,9.999e+20,9.999e+20,75.4,-0.57,-3.03,0.00423,102100.5,9.999e+20
"2020-05-14 12:00:00",2,283.5,261,558,0,56.3,-1.8299999,0.62,0.0043099998,102249.43,1
"2020-05-14 18:00:00",2,283.93,271,681,0,68.6,-5.41,0.7,0.0054099998,102229.45,20
"2020-05-15 00:00:00",2,281.19,269,55,0,79.3,-1.8399999,0,0.00518,102351.74,37
"2020-05-15 06:00:00",2,282.1,268,11,1e-06,78.6,-0.78,2.23,0.0054699997,102344.586,11
"2020-05-15 12:00:00",2,283.9,317,359,8e-06,67.5,-2.19,3.06,0.0053,102393.99,69
"2020-05-15 18:00:00",2,284.1,292,601,4e-06,69,-1.06,3.7099998,0.0055,102285.46,54
"2020-05-16 00:00:00",2,282.2,283,50,0,77.8,1.28,3.33,0.00548,102259.016,73
"2020-05-16 06:00:00",2,282.6,286,8,3e-06,80.200005,2.21,4.08,0.00581,102089.93,61
"2020-05-16 12:00:00",2,284.80002,318,392,7e-06,74.8,4.56,5.93,0.00627,101986.02,90
"2020-05-16 18:00:00",2,284.4,317,518,1.3e-05,79.8,6.58,5.4,0.00652,101737.19,79
"2020-05-17 00:00:00",2,283.80002,331,35,6e-06,86.700005,8.71,5.71,0.0068699997,101454.62,75
"2020-05-17 06:00:00",2,284,344,4,0.000112,88.9,9.9,6.3199997,0.00713,101084.1,92
