"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc"
"2019-05-06 12:00:00",1,282.4,9.999e+20,9.999e+20,9.999e+20,53.5,-1.09,0.02,0.00381,101780.14
"2019-05-06 18:00:00",1,282.7,285,526,0,58.3,-2.72,-1.02,0.00426,101535.016
"2019-05-07 00:00:00",1,280.6,276,30,0,75.1,-0.94,-3.73,0.00476,101328.414
"2019-05-07 06:00:00",1,280.4,281,5,0,81.4,-0.48,-3.9099998,0.00512,100958.71
"2019-05-07 12:00:00",1,283.5,291,440,1.4e-05,70.4,-1.22,-4.77,0.00548,100600.19
"2019-05-07 18:00:00",1,283.2,299,528,3.7e-05,75.6,-3.73,-7.37,0.00578,100051.74
"2019-05-08 00:00:00",1,281.4,320,18,4.1e-05,86.5,-1.91,-8.059999,0.00593,99525.77
"2019-05-08 06:00:00",1,280.5,295,3,1.2e-05,82.9,-5.3199997,-7.25,0.00536,99074.24
"2019-05-08 12:00:00",1,282.9,298,370,5e-06,74.200005,-8.21,-5.54,0.0056499997,99033.71
"2019-05-08 18:00:00",1,282.7,282,591,2e-06,70.1,-9.61,-3.29,0.00524,99253.945
"2019-05-09 00:00:00",1,281,264,45,3e-06,75.3,-8.33,-0.049999997,0.00502,99526.79
"2019-05-09 06:00:00",1,280.7,275,7,3.9e-05,83.9,-6.8399997,0.14,0.00544,99646.2
"2019-05-09 12:00:00",1,282.2,287,433,3e-05,70.5,-5.58,-4.54,0.00506,99995.56
"2019-05-09 18:00:00",1,282,277,607,1.3e-05,63.7,-7.45,-2.03,0.0045,100208.21
"2019-05-10 00:00:00",1,280,253,49,0,66.6,-4.43,-1.52,0.00409,100507.445
"2019-05-10 06:00:00",1,280.2,253,8,2e-06,71.3,-3.3799999,-2.18,0.00441,100568.94
"2019-05-10 12:00:00",1,283,267,525,1.5e-05,61.4,-3.55,-3.75,0.00462,100738.95
"2019-05-10 18:00:00",1,282.6,288,595,3.5e-05,67.8,-6.04,-5.74,0.00499,100759
"2019-05-11 00:00:00",1,280.5,273,46,0,73.200005,-4.08,-6.75,0.00462,101057.22
"2019-05-11 06:00:00",1,279.80002,256,9,0,68.200005,-3.1699998,-4.5899997,0.00408,101510.45
"2019-05-11 12:00:00",1,283.4,257,548,0,53.3,-1.41,-3.53,0.00408,102014.39
"2019-05-11 18:00:00",1,285.2,270,671,0,56.8,-0.85999995,-3.83,0.00488,102238.766
"2019-05-12 00:00:00",1,283.6,292,46,0,74.1,5.58,-4.29,0.00572,102360.516
"2019-05-12 06:00:00",1,282,313,4,0,69.200005,8.91,-4.9,0.0047999998,102321.664
"2019-05-12 12:00:00",1,287.1,334,282,0,68.4,11.23,-0.02,0.00664,102357.62
"2019-05-12 18:00:00",1,287.4,306,607,0,66.200005,8.72,2.02,0.0065599997,102346.96
"2019-05-13 00:00:00",1,283.80002,282,52,0,86.8,6.06,-2.85,0.00676,102461.555
"2019-05-13 06:00:00",1,283.2,272,10,0,85.1,8.349999,-4.3199997,0.00641,102366.69
"2019-05-13 12:00:00",1,288.7,283,544,0,63.4,11.08,-3.84,0.00682,102292.6
"2019-05-13 18:00:00",1,287.7,300,633,0,62.4,11.3,-2.1699998,0.0063,102254.67
"2019-05-14 00:00:00",1,283.80002,307,38,0,74.3,7.44,-2.72,0.00582,102454.49
