"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2019-07-10 00:00:00",1,288.1,9.999e+20,9.999e+20,9.999e+20,97.8,4.83,1.8199999,0.0103,101202.42,9.999e+20
"2019-07-10 06:00:00",1,288.6,362,13,1.4e-05,94.700005,5.2599998,3.36,0.01029,101000.82,74
"2019-07-10 12:00:00",1,289.80002,364,298,3.8e-05,91.200005,6.68,3.7099998,0.010679999,100894.6,89
"2019-07-10 18:00:00",1,289,380,206,0.000143,94.5,7.18,4.14,0.01053,100619.516,93
"2019-07-11 00:00:00",1,288.2,373,24,2.2e-05,94.8,2.07,4.8399997,0.01005,100562.22,75
"2019-07-11 06:00:00",1,287.2,368,4,1.3e-05,89.1,1.67,5.17,0.00887,100565.3,89
"2019-07-11 12:00:00",1,287.7,362,248,2.3e-05,91.5,0.44,6.5299997,0.00942,100747.195,83
"2019-07-11 18:00:00",1,287.7,367,392,1.2e-05,90.5,-3.25,6.33,0.00925,100927.836,81
"2019-07-12 00:00:00",1,286.80002,367,24,1.2e-05,91.8,-3.6799998,5.2,0.00887,101244.9,87
"2019-07-12 06:00:00",1,286.80002,361,8,1e-05,89.6,-3.4399998,4.8199997,0.0086199995,101469.164,90
"2019-07-12 12:00:00",1,287.1,362,237,1.3e-05,80.3,-3.9399998,4.75,0.00785,101786.9,84
"2019-07-12 18:00:00",1,287.1,362,350,7e-06,80,-4.5499997,3.72,0.00782,101952.55,88
"2019-07-13 00:00:00",1,285.2,318,49,1e-06,86.4,-3.11,1.8299999,0.0074,102169.055,50
"2019-07-13 06:00:00",1,285.7,297,14,0,85.200005,-2.72,1.09,0.0075399997,102210.016,41
"2019-07-13 12:00:00",1,288.9,308,541,0,72.200005,-3.3999999,0.71999997,0.00787,102295.625,12
"2019-07-13 18:00:00",1,288.9,318,694,0,73.3,-4.13,-0.76,0.00801,102275.73,7
"2019-07-14 00:00:00",1,286,308,76,0,84.200005,-1.8399999,-3.1399999,0.0076099997,102233.97,1
"2019-07-14 06:00:00",1,286.4,301,14,0,80.3,0.37,-3.1,0.00745,102049.93,0
"2019-07-14 12:00:00",1,290.80002,307,553,0,63.8,0.37,-1.81,0.00784,101931.89,0
"2019-07-14 18:00:00",1,291.9,321,705,0,62.7,-1.1999999,-0.63,0.00828,101750.29,0
"2019-07-15 00:00:00",1,288,320,77,0,80.200005,0.32,-0.75,0.0083099995,101632.086,3
"2019-07-15 06:00:00",1,288.7,319,13,0,81.4,0.88,1.75,0.00883,101568.5,24
"2019-07-15 12:00:00",1,290.4,330,507,1e-06,78.8,0.68,3.4399998,0.009509999,101598.35,54
"2019-07-15 18:00:00",1,289.4,338,575,1e-06,80.8,1.23,3.57,0.009149999,101607.73,78
"2019-07-16 00:00:00",1,287.2,329,68,2e-06,92.5,-0.71999997,3.22,0.009149999,101694.805,46
"2019-07-16 06:00:00",1,286.5,322,12,3e-06,85.5,-0.88,3.77,0.00806,101790.45,28
"2019-07-16 12:00:00",1,287.9,325,424,7e-06,75.700005,-1.5899999,4.75,0.00774,101928.27,49
"2019-07-16 18:00:00",1,288,326,579,3e-06,76,-0.31,4.87,0.00785,101967.93,51
"2019-07-17 00:00:00",1,286.6,325,66,1e-06,91.6,0.98999995,4.0899997,0.008669999,102027.18,47
"2019-07-17 06:00:00",1,287.1,332,10,1e-06,89.5,1.41,3.9099998,0.008719999,101998.35,86
"2019-07-17 12:00:00",1,289.2,328,481,1e-06,79.9,2.1699998,5.04,0.008909999,102006.97,62
"2019-07-17 18:00:00",1,288.9,318,676,0,81.700005,2.1,5.2799997,0.00895,101959.61,54
"2019-07-18 00:00:00",1,287.1,316,64,0,91.9,4.2999997,3.86,0.00895,101861.95,73
"2019-07-18 06:00:00",1,287,317,9,0,92.5,4.85,2.87,0.0090499995,101388.85,75
"2019-07-18 12:00:00",1,290.1,361,265,1.1e-05,78.5,6.46,6.1299996,0.00937,101341.54,71
"2019-07-18 18:00:00",1,289.6,378,188,2.7e-05,88.4,2.61,4.5499997,0.010199999,101318.23,84
"2019-07-19 00:00:00",1,287.5,357,35,7e-06,92.9,1.39,2.51,0.00936,101377.31,72
"2019-07-19 06:00:00",1,286.80002,340,9,3e-06,93,1.9499999,1.43,0.00895,101316.43,76
"2019-07-19 12:00:00",1,291.1,344,375,3e-06,74.700005,5.0499997,2.56,0.00945,101223.74,78
"2019-07-19 18:00:00",1,290.7,370,333,0.000104,86.700005,7.1299996,0.85999995,0.010749999,100975.76,83
"2019-07-20 00:00:00",1,289.2,385,12,0.000162,95.5,4.89,3.22,0.01077,100843.7,94
"2019-07-20 06:00:00",1,288.7,380,4,2.4e-05,95.6,2.78,4.22,0.0105099995,100801.4,87
"2019-07-20 12:00:00",1,289.5,384,131,3.6e-05,89.200005,0.26999998,2.25,0.01026,100994.76,93
"2019-07-20 18:00:00",1,290.2,377,341,1.5e-05,82.5,-1.86,0.9,0.00992,101072.21,88
"2019-07-21 00:00:00",1,286.80002,351,39,6e-06,94.700005,-1.66,-1.1899999,0.00914,101227.695,80
"2019-07-21 06:00:00",1,287.30002,347,4,2.2e-05,94.3,-1.27,-1.4699999,0.00938,101206.58,78
"2019-07-21 12:00:00",1,290.30002,363,256,8e-05,83.700005,-1.06,-1.38,0.0101,101289.52,91
"2019-07-21 18:00:00",1,291.2,360,406,8.7e-05,79.8,-2.49,-1.93,0.010199999,101251.85,81
"2019-07-22 00:00:00",1,287.30002,340,53,6e-06,94.9,-2.95,-1.81,0.00945,101311.29,41
"2019-07-22 06:00:00",1,286.6,342,6,9e-06,92,-3.25,-2.05,0.00877,101295.71,82
"2019-07-22 12:00:00",1,291.4,332,478,1e-06,69.200005,-4.44,-2.01,0.00897,101346.44,54
"2019-07-22 18:00:00",1,290,333,638,0,69.8,-6.45,-1.37,0.008289999,101346.2,18
"2019-07-23 00:00:00",1,284.80002,300,69,0,88.9,-4.46,-0.41,0.00745,101417.15,1
"2019-07-23 06:00:00",1,284.80002,288,10,0,89.3,-3.8799999,-0.45999998,0.0075299996,101289.94,1
"2019-07-23 12:00:00",1,290.7,299,535,0,61.8,-3.48,-0.78999996,0.00768,101096.805,5
"2019-07-23 18:00:00",1,290.7,322,641,0,65.700005,-2.95,-0.17999999,0.00816,100800.1,53
"2019-07-24 00:00:00",1,286.6,340,38,2.3e-05,89.3,-1.06,-1.16,0.00854,100646.336,95
"2019-07-24 06:00:00",1,287.1,342,5,5.3e-05,92.700005,0.19,-2.09,0.0092,100449.414,69
"2019-07-24 12:00:00",1,291.9,345,396,3.8e-05,72.4,0.5,-4.64,0.00974,100487.4,53
"2019-07-24 18:00:00",1,291.5,351,515,4.9e-05,74,-1.41,-4.94,0.00973,100557.79,41
"2019-07-25 00:00:00",1,287.1,327,56,2e-06,92.5,-0.84,-3.62,0.009149999,100779.875,9
"2019-07-25 06:00:00",1,285.9,307,9,0,90.9,-0.64,-2.6,0.0083099995,100826.414,4
"2019-07-25 12:00:00",1,292.2,317,517,1e-06,66.6,0.39,-2.27,0.00912,100874.63,5
"2019-07-25 18:00:00",1,292.9,342,654,1.7e-05,65.1,-2.83,-0.89,0.00935,100770.125,16
"2019-07-26 00:00:00",1,287.1,324,64,6e-06,88.700005,-0.53999996,-1.28,0.00875,100748.305,6
"2019-07-10 00:00:00",2,288.2,9.999e+20,9.999e+20,9.999e+20,97.700005,4.67,1.7099999,0.01035,101212.56,9.999e+20
"2019-07-10 06:00:00",2,288.6,369,12,3.2e-05,94.9,4.91,3.1299999,0.01029,101014.74,81
