"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc"
"2019-05-09 06:00:00",1,281.1,9.999e+20,9.999e+20,9.999e+20,77.1,-5.2,3.3899999,0.0051599997,99596.58
"2019-05-09 12:00:00",1,283.6,263,536,9e-06,67.5,-4.08,5.5299997,0.00531,99670.82
"2019-05-09 18:00:00",1,283,268,665,7e-06,75.700005,-6.5899997,-0.099999994,0.00575,99757.77
"2019-05-10 00:00:00",1,280.7,278,48,1.4e-05,84.9,-6.5699997,-4.0299997,0.00549,100038.484
"2019-05-10 06:00:00",1,280.9,298,6,6e-06,79,-5.42,-2.28,0.00521,100139.78
"2019-05-10 12:00:00",1,283,305,400,2.2e-05,72,-6.68,-2.6299999,0.00542,100343.96
"2019-05-10 18:00:00",1,282.7,280,618,2.4e-05,71.700005,-9.05,-2.8,0.00529,100561.59
"2019-05-11 00:00:00",1,280.6,267,46,0,72.3,-7.1099997,-1.8299999,0.00459,101049.9
"2019-05-11 06:00:00",1,280.5,253,9,1e-06,68,-6.1,1.0799999,0.00429,101500.125
"2019-05-11 12:00:00",1,282.9,261,534,1.1e-05,59.5,-6.12,2.28,0.0044,102027.88
"2019-05-11 18:00:00",1,282.6,262,674,3e-06,63.8,-5.72,0.79999995,0.00459,102438.18
"2019-05-12 00:00:00",1,280.4,261,50,0,69,-2.24,-2,0.0042499998,102749.99
"2019-05-12 06:00:00",1,280.4,257,9,0,71.700005,1.35,-3.1699998,0.0044199997,102839.73
"2019-05-12 12:00:00",1,284.80002,280,487,0,56.2,4.18,-2.22,0.0046699997,102914.87
"2019-05-12 18:00:00",1,286.4,286,655,0,60.9,3.12,0.29,0.00561,102717.914
"2019-05-13 00:00:00",1,283.2,287,51,0,83.1,4.89,-2.6499999,0.00621,102708.086
"2019-05-13 06:00:00",1,281.80002,286,7,0,67.6,7.0699997,-3.99,0.00463,102512.23
"2019-05-13 12:00:00",1,287.7,287,508,0,65.5,9.46,-1.61,0.0066,102436.24
"2019-05-13 18:00:00",1,287.5,300,645,1e-06,72.4,7.3799996,1.06,0.00721,102345.305
"2019-05-14 00:00:00",1,284,292,52,0,88.4,5.6099997,-2.08,0.0069799996,102449.65
"2019-05-14 06:00:00",1,282.6,275,9,0,83.3,5.92,-2.99,0.00599,102349.68
"2019-05-14 12:00:00",1,288,282,533,0,66.700005,7.83,-1.05,0.00685,102333.914
"2019-05-14 18:00:00",1,287.5,305,631,1e-06,70.4,5.8199997,0.17999999,0.0070399996,102188.58
"2019-05-15 00:00:00",1,283,281,53,0,76.4,4.99,-3.31,0.00567,102237.766
"2019-05-15 06:00:00",1,281.80002,260,11,0,74.5,5.4,-4.2999997,0.00512,102101.19
"2019-05-15 12:00:00",1,287.5,274,557,0,63.600002,5.77,-2.6799998,0.00635,101991.45
"2019-05-15 18:00:00",1,288,306,648,0,68.5,2.96,-1.12,0.0070499997,101829.71
"2019-05-16 00:00:00",1,284.2,315,36,0,81.9,3.37,-2.62,0.0066299997,101872.234
"2019-05-16 06:00:00",1,283.1,282,11,0,78.1,1.36,-4.0299997,0.0058399998,101755.586
