"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-02-05 12:00:00",1,281.6,9.999e+20,9.999e+20,9.999e+20,83.6,8.41,2.06,0.00561,102809.86,9.999e+20
"2020-02-05 18:00:00",1,281.27,332,90,5e-06,83.6,7.8999996,2.3999999,0.0055,102530.12,92
"2020-02-06 00:00:00",1,280.11,280,0,1e-06,88.3,8.059999,0.19,0.00537,102309.83,52
"2020-02-06 06:00:00",1,279.46,272,0,0,87.8,8,-1.18,0.00512,102042.266,73
"2020-02-06 12:00:00",1,281.18,286,60,0,81.1,9.7,-1.8,0.0053399997,101905.18,93
"2020-02-06 18:00:00",1,281.52,315,120,2e-06,79.700005,8.33,-2.85,0.00539,101527.93,96
"2020-02-07 00:00:00",1,279.69998,294,0,0,83.4,10.15,-4.69,0.005,101036.27,95
"2020-02-07 06:00:00",1,280.19998,288,0,2e-06,84.200005,11.61,-5.8399997,0.0052799997,100107.94,89
"2020-02-07 12:00:00",1,283.11,335,30,3.2e-05,85.200005,14.12,0.58,0.00655,99486.42,90
"2020-02-07 18:00:00",1,280.78,327,50,0.000201,60.8,6.89,11.55,0.00398,99750.87,94
"2020-02-08 00:00:00",1,279.55,259,0,3.5e-05,65.1,9.96,10.54,0.0038899998,100067.266,26
"2020-02-08 06:00:00",1,279.58,262,0,6.7e-05,67.1,9.79,7.5499997,0.00403,100037.11,58
"2020-02-08 12:00:00",1,281.43,305,30,0.000154,79.4,16.289999,5.66,0.00545,99347.42,94
"2020-02-08 18:00:00",1,281.66998,334,36,0.000556,68.4,1.74,18.05,0.00481,98592.2,100
"2020-02-09 00:00:00",1,279.34,301,0,8e-06,65,4.0699997,10.309999,0.00387,99199.81,98
"2020-02-09 06:00:00",1,282.58,315,0,0.00016,87.8,17.8,5.44,0.00664,97657.06,100
"2020-02-09 12:00:00",1,283.07,350,21,0.000494,73.5,7.37,19.189999,0.00578,96927.85,97
"2020-02-09 18:00:00",1,281.08,299,140,0.000131,67.6,-1.43,19.65,0.00462,97405.21,84
"2020-02-10 00:00:00",1,279.62,302,0,0.000126,66.6,-1.38,18.609999,0.00409,98066.88,96
"2020-02-10 06:00:00",1,278.61,295,0,0.000172,65,-0.049999997,21.22,0.0037,98589.305,97
"2020-02-10 12:00:00",1,279.19,295,60,0.000115,58.5,-0.08,19.869999,0.0034599998,98669.39,93
"2020-02-10 18:00:00",1,277.93,287,130,0.000165,63,-2.23,19.66,0.00342,98897.96,94
"2020-02-11 00:00:00",1,277.53,289,0,0.000259,65.6,-2.22,19.43,0.00344,99354.62,99
"2020-02-11 06:00:00",1,277.38,290,0,0.000232,62.9,-2.26,18.81,0.0032499998,99631.02,98
"2020-02-11 12:00:00",1,277.86,275,90,0.000173,66.200005,-0.52,16.539999,0.0035299999,99861.375,91
"2020-02-11 18:00:00",1,277.75998,271,180,0.000147,63.9,-1.6899999,14.639999,0.00338,99816.266,90
"2020-02-12 00:00:00",1,277.3,269,0,0.00017,67.700005,-3.29,13.74,0.0034599998,99945.95,91
"2020-02-12 06:00:00",1,277.28,257,0,0.000178,66.1,-3.1699998,13.25,0.0033699998,100064.43,90
"2020-02-12 12:00:00",1,277.86,258,110,8.9e-05,68.5,1.4499999,8.44,0.0036199999,100152.055,70
"2020-02-12 18:00:00",1,276.88,276,139,5e-05,82.4,3.56,-8,0.00413,99093.12,98
"2020-02-13 00:00:00",1,276.85,305,0,0.000224,82.3,-8.3,-8.44,0.00411,99126.66,96
"2020-02-13 06:00:00",1,275.94998,254,0,0,64.8,-2.71,0.07,0.003,100128.19,28
"2020-02-13 12:00:00",1,277.41998,251,94,0,77.3,7.5,-2.44,0.00397,100212.086,59
"2020-02-13 18:00:00",1,276.96,301,106,0.000468,98.5,7.96,-1.86,0.00502,98454.45,97
"2020-02-14 00:00:00",1,280.34,331,0,0.00057699997,74.700005,12.95,11.41,0.00484,97505.71,91
"2020-02-14 06:00:00",1,280.99,301,0,0.000125,66.700005,9.429999,22.85,0.0045499997,97090.18,77
"2020-02-14 12:00:00",1,279.28,297,69,6.5e-05,64.3,4.42,20.75,0.00384,98348.74,85
"2020-02-14 18:00:00",1,277.86,296,128,7.4999996e-05,65.200005,1.3399999,17.029999,0.0034999999,99338.6,93
"2020-02-15 00:00:00",1,277.68,287,0,1.8e-05,67.3,0.79999995,12.13,0.0035299999,100188.06,83
"2020-02-15 06:00:00",1,277.99,282,0,3e-06,74.6,2.95,5.06,0.00398,100663.29,79
"2020-02-15 12:00:00",1,281.47,291,70,6e-06,81.700005,9.33,-1.64,0.00557,100424.06,74
"2020-02-15 18:00:00",1,283.85,344,61,8.1e-05,89.6,10.7,0.83,0.00721,99841.96,93
"2020-02-16 00:00:00",1,284.19998,355,0,0.000238,89.200005,13.25,5.54,0.0073499996,99756.57,92
"2020-02-16 06:00:00",1,283.49,350,0,0.000246,89.700005,10.45,0.66999996,0.0070599997,99530.01,93
"2020-02-16 12:00:00",1,283.6,351,15,0.00047,90.8,9.469999,7.0899997,0.0072299996,99229.52,95
"2020-02-16 18:00:00",1,282.1,320,106,8e-05,89.9,7.79,2.03,0.00646,99622.26,84
"2020-02-17 00:00:00",1,281.83,337,0,0.000101,86.6,8.4,6.97,0.0060799997,99754.9,92
"2020-02-17 06:00:00",1,279.85,317,0,0.000192,77.6,4.5299997,6.8799996,0.0047299997,100217.836,89
"2020-02-17 12:00:00",1,281.66,267,123,1.6e-05,61.4,4.13,7.16,0.00421,101119.62,50
"2020-02-17 18:00:00",1,279.9,263,203,0,74.9,4.47,-3.35,0.00453,101260.9,79
"2020-02-18 00:00:00",1,281.72,271,0,4e-06,91.5,7.7999997,-4.65,0.0063199997,100821.48,20
"2020-02-18 06:00:00",1,283.47,338,0,2.2e-05,89.9,8.88,-2.75,0.00701,100311.086,74
"2020-02-18 12:00:00",1,286.44998,309,110,2e-06,76.9,12.9,-0.52,0.00731,100161.45,52
"2020-02-18 18:00:00",1,284.6,344,137,0.000322,89.8,9.73,1.2099999,0.0075899996,100048.95,85
"2020-02-19 00:00:00",1,283.56,354,0,0.000605,94.5,4.22,0.87,0.00744,100031.7,98
"2020-02-19 06:00:00",1,282.5,337,0,0.000146,96,2.9399998,0.78,0.0070499997,99886.336,93
"2020-02-19 12:00:00",1,283.78,309,86,5.8e-05,84.9,7.98,1.79,0.00677,100105.44,66
"2020-02-19 18:00:00",1,281.5,309,133,5.3e-05,87.4,3.54,5.14,0.0059499997,100615.5,53
"2020-02-20 00:00:00",1,280.38,284,0,1.2e-05,87.8,3.4199998,3.3999999,0.0055,101258.56,67
"2020-02-20 06:00:00",1,278.38998,262,0,0,84.3,-0.28,1.9699999,0.00458,101552.73,26
"2020-02-20 12:00:00",1,280.52,298,50,4.6e-05,80.4,-1.89,-1.7099999,0.00506,101843.336,90
"2020-02-20 18:00:00",1,278.88998,315,61,0.000275,85.9,-6.3999996,-5.46,0.00484,101471.805,100
"2020-02-21 00:00:00",1,279.31,322,0,0.000299,90.1,-6.49,-5.4,0.00526,100806.54,100
"2020-02-21 06:00:00",1,280.46,334,0,0.000154,95.1,-2.04,0.94,0.00603,100562.95,92
"2020-02-21 12:00:00",1,281.21,328,63,5.8e-05,80.200005,-5.17,4.67,0.00533,101117.43,91
"2020-02-05 12:00:00",2,281.80002,9.999e+20,9.999e+20,9.999e+20,85.200005,8.139999,2.05,0.0058,102884.086,9.999e+20
"2020-02-05 18:00:00",2,281.5,341,60,7e-06,84.4,7.71,2.35,0.0056399996,102591.69,97
"2020-02-06 00:00:00",2,280.1,284,0,1e-06,88.6,8.03,-0.049999997,0.00539,102349.72,58
"2020-02-06 06:00:00",2,279.52,271,0,0,88,7.7799997,-0.90999997,0.0051599997,102124.01,71
"2020-02-06 12:00:00",2,281.1,275,80,0,80.3,9.849999,-1.7199999,0.00525,101961.914,86
"2020-02-06 18:00:00",2,281.44,309,140,2e-06,79.4,7.83,-3.11,0.00533,101582.71,90
"2020-02-07 00:00:00",2,279.74,301,0,1e-06,83.6,9.92,-5.2999997,0.0050299997,101049.234,96
"2020-02-07 06:00:00",2,280.07,287,0,2e-06,83.5,11.429999,-6.39,0.00519,100105.24,85
"2020-02-07 12:00:00",2,283.07,340,20,4.2e-05,88.3,12.509999,0.68,0.00677,99337.4,97
"2020-02-07 18:00:00",2,280.1,326,41,0.000164,65.8,10.08,12.65,0.00411,99569.21,87
"2020-02-08 00:00:00",2,280.00998,255,0,6e-05,63.2,12.13,9.639999,0.00392,99862.086,30
"2020-02-08 06:00:00",2,279.34,285,0,0.000104,63.3,9.2699995,9.719999,0.0037399998,99974.35,84
"2020-02-08 12:00:00",2,281.65,306,50,0.000134,76.1,15.2,10.4,0.00529,99453.1,93
"2020-02-08 18:00:00",2,282.91,332,76,0.000453,86.6,14.16,16.16,0.0066299997,98473.555,96
"2020-02-09 00:00:00",2,280.79,324,0,0.000235,70.8,2.4299998,9.639999,0.00466,98948.83,100
"2020-02-09 06:00:00",2,281.34,304,0,7.2e-05,86.1,17.4,3.1399999,0.0059599997,97930,98
"2020-02-09 12:00:00",2,283.06,355,6,0.000584,77.3,8.41,17.71,0.0060799997,96806.35,99
"2020-02-09 18:00:00",2,281.25998,295,150,9.7e-05,65.4,-0.61,22.96,0.00454,97138.95,68
"2020-02-10 00:00:00",2,278.72998,306,0,0.000142,65.5,1.93,21.6,0.0037999998,97820.164,98
"2020-02-10 06:00:00",2,277.5,298,0,0.000242,63.7,0.53999996,23,0.00336,98118.25,98
"2020-02-10 12:00:00",2,277.9,283,80,6.2e-05,62.100002,-2.5,20.109999,0.0033699998,98411.99,90
"2020-02-10 18:00:00",2,277.50998,295,110,0.000206,66.8,-5.12,20.3,0.0034999999,99179.52,98
"2020-02-11 00:00:00",2,277.66998,294,0,0.000203,65.9,-3.26,19.189999,0.0034699999,99751.46,98
"2020-02-11 06:00:00",2,278.94,298,0,0.000105,65.1,-1.41,14.12,0.00373,100051.65,99
"2020-02-11 12:00:00",2,278.91,292,50,7.9e-05,83,14.88,-1.0699999,0.00482,98797.83,98
"2020-02-11 18:00:00",2,281.19998,332,39,0.000305,63.100002,21.859999,21.689999,0.0044,96345.77,95
"2020-02-12 00:00:00",2,280.19,323,0,0.000254,66.4,-5.5499997,25.89,0.00428,97237.77,98
"2020-02-12 06:00:00",2,277.87,305,0,0.000203,66.5,-6.3799996,20.279999,0.0035899999,98694.266,98
"2020-02-12 12:00:00",2,277.83,293,70,0.000174,63.5,-2.26,15.65,0.00339,99528.375,99
"2020-02-12 18:00:00",2,277.72,276,151,0.00013,68.1,-2.45,13.79,0.00361,99359.87,95
"2020-02-13 00:00:00",2,277.49,262,0,0.000203,63.7,-4.5499997,15.75,0.0033099998,99732.74,92
"2020-02-13 06:00:00",2,277.74,282,0,0.000166,65.8,1.3,16.88,0.00348,100013.016,92
"2020-02-13 12:00:00",2,278.91998,298,40,0.00021,86.5,12.48,3.01,0.00499,99304.68,99
"2020-02-13 18:00:00",2,282.27,339,40,0.000517,85.700005,12.99,12.73,0.0063199997,97917.4,100
"2020-02-14 00:00:00",2,278.85,313,0,0.000282,65.4,13.309999,12.98,0.0038599998,96704.586,76
"2020-02-14 06:00:00",2,280.7,282,0,0.000121,65.9,-4.8399997,17.24,0.00441,96927.484,60
"2020-02-14 12:00:00",2,281.7,302,83,6.7e-05,60.9,-0.58,17.869999,0.00426,99263.11,96
"2020-02-14 18:00:00",2,279.6,282,148,2.4e-05,78.9,4.5,4.9,0.00474,99789.37,97
"2020-02-15 00:00:00",2,280.09,326,0,0.000302,93.700005,3.97,-2.48,0.00587,99415.96,100
"2020-02-15 06:00:00",2,283.66,345,0,0.00014999999,90.9,10.24,0.45999998,0.00727,99106.02,100
"2020-02-15 12:00:00",2,284.80002,359,12,0.00014,86.5,12.62,0.53999996,0.00751,98814.1,98
"2020-02-15 18:00:00",2,280.9,343,21,4e-04,73.3,10.62,7.43,0.00488,98867.29,95
"2020-02-16 00:00:00",2,278.33,288,0,9.5e-05,62.9,10.67,11.0199995,0.00348,99445.586,87
