"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2019-06-18 12:00:00",1,286.4,9.999e+20,9.999e+20,9.999e+20,87.9,3.6799998,5.0299997,0.00827,100682.92,9.999e+20
"2019-06-18 18:00:00",1,286.1,303,703,1e-05,82.700005,2.35,6.64,0.0076599997,100568.414,13
"2019-06-19 00:00:00",1,284.2,301,79,4e-06,90.700005,2.95,4.7999997,0.0074299998,100494.805,22
"2019-06-19 06:00:00",1,284.7,331,8,1.6e-05,87.1,1.67,5.89,0.00738,100325.15,68
"2019-06-19 12:00:00",1,285.5,340,324,2.8e-05,79.5,2.24,8.24,0.0071099997,100342.4,84
"2019-06-19 18:00:00",1,285.2,319,457,2.6e-05,71.200005,-0.089999996,7.95,0.0062499996,100348.83,60
"2019-06-20 00:00:00",1,283.30002,277,85,9e-06,79.200005,-0.22999999,6.25,0.0061,100460.02,3
"2019-06-20 06:00:00",1,283.6,296,9,6.7e-05,78.4,0.41,4.54,0.00617,100463.305,38
"2019-06-20 12:00:00",1,285.6,310,454,6.9e-05,69.8,-1.51,7.7599998,0.0062599997,100619.31,63
"2019-06-20 18:00:00",1,284.9,281,731,2.5e-05,70.4,-3.31,7.5899997,0.0060099997,100837.86,4
"2019-06-21 00:00:00",1,283.4,278,85,8e-06,72.4,-1.93,5.98,0.00557,101104.33,6
"2019-06-21 06:00:00",1,283.9,277,21,4e-06,73.8,-0.31,4.7,0.00587,101217.31,11
"2019-06-21 12:00:00",1,286.2,282,583,7e-06,64.4,2.36,4.8399997,0.0059499997,101390.73,5
"2019-06-21 18:00:00",1,286,290,714,3e-06,70,3.87,4.0899997,0.00641,101374.99,14
"2019-06-22 00:00:00",1,284.7,293,85,1e-06,88.700005,5.1099997,0.39999998,0.0074099996,101363.84,12
"2019-06-22 06:00:00",1,285.2,318,20,5e-06,88.700005,4.91,1.1899999,0.00768,101327.1,58
"2019-06-22 12:00:00",1,288.1,303,559,7e-06,70.9,4.87,1.9499999,0.0074,101435.21,48
"2019-06-22 18:00:00",1,287.80002,332,600,5e-06,74.5,-1.37,0.28,0.00764,101363,70
"2019-06-23 00:00:00",1,286,347,23,1.6e-05,85.6,0.77,-3.21,0.00784,101387.19,94
"2019-06-23 06:00:00",1,285.1,318,13,0,83.1,1.29,-4.17,0.00715,101399.055,90
"2019-06-23 12:00:00",1,289.5,332,396,0,70.8,0.29,-6.35,0.00808,101302.62,96
"2019-06-23 18:00:00",1,289.30002,337,495,1e-06,70.6,0.11,-6.41,0.00798,101155.336,96
"2019-06-24 00:00:00",1,286.5,345,49,0.000109,90,-5.0699997,-7,0.00852,100968.71,95
"2019-06-24 06:00:00",1,286.1,352,3,0.000195,91.3,-9.13,-6.2799997,0.008479999,100489.19,89
"2019-06-24 12:00:00",1,287.5,366,182,0.000153,91.700005,0.16,-2.7,0.00936,100288.18,93
"2019-06-24 18:00:00",1,289.1,352,455,9e-06,83.3,3.3899999,0.089999996,0.0094,100280.07,58
"2019-06-25 00:00:00",1,285.80002,328,68,1e-06,93.700005,4.47,-0.25,0.0084999995,100620.6,66
"2019-06-25 06:00:00",1,285.9,349,7,5e-06,89.1,3.09,-1.9599999,0.008119999,100836.94,79
"2019-06-25 12:00:00",1,287.6,343,423,1.1e-05,81.9,-0.35999998,-2.02,0.00834,101110.59,57
"2019-06-25 18:00:00",1,287.9,353,376,6.1e-05,87.700005,-4.04,-3.09,0.00908,101303.15,72
"2019-06-26 00:00:00",1,286.7,330,53,1.2e-05,91.5,-3.1999998,-3.26,0.00869,101625.99,27
"2019-06-26 06:00:00",1,286.30002,315,19,0,93.4,-3.75,-1.25,0.00869,101849.266,11
"2019-06-26 12:00:00",1,288.4,338,432,8e-06,86.1,-6.04,0.34,0.009099999,102109.984,42
"2019-06-26 18:00:00",1,288.1,357,532,1.1e-05,79.9,-5.0499997,0.41,0.0083,101849.84,57
"2019-06-27 00:00:00",1,283.9,332,61,3e-06,86,-2.6599998,0.32999998,0.0067999996,101925.02,57
"2019-06-27 06:00:00",1,284,301,18,0,84.4,-1.4399999,1.04,0.00672,101762.68,30
"2019-06-27 12:00:00",1,289.1,316,516,0,64.1,-0.26,3.55,0.00715,101640.914,38
"2019-06-27 18:00:00",1,288.30002,319,700,1e-06,79.200005,-1.22,6.3199997,0.00838,101403.93,11
"2019-06-28 00:00:00",1,285.2,355,32,2e-05,90.3,-2.26,5.04,0.00781,101316.15,82
"2019-06-28 06:00:00",1,285,346,10,1e-05,89.4,-2.23,4.9,0.0076699997,101149.18,84
"2019-06-28 12:00:00",1,288.1,343,305,1.2e-05,73.3,-2.05,3.81,0.0077,101067.69,74
"2019-06-28 18:00:00",1,288,347,534,6e-06,79.3,-0.13,2.01,0.0083,100922.555,52
"2019-06-29 00:00:00",1,286.1,362,38,3.9e-05,92.9,1.54,-0.48999998,0.0086199995,100860.73,76
"2019-06-29 06:00:00",1,286.2,364,3,3.9e-05,96.1,1.88,-0.29999998,0.00895,100729.4,85
"2019-06-29 12:00:00",1,289.9,369,211,4e-05,83.5,2.57,0.08,0.00985,100713.62,86
"2019-06-29 18:00:00",1,291,375,409,2e-05,78.200005,-0.57,-0.39999998,0.00992,100491.8,74
"2019-06-30 00:00:00",1,288.4,369,54,0.000137,93.4,0.22,-3.24,0.01009,100250.05,77
"2019-06-30 06:00:00",1,285.1,353,5,0.000169,89.9,-0.39,-3.36,0.00786,99937.8,95
"2019-06-30 12:00:00",1,285.9,351,109,0.000214,78.200005,-0.79999995,-9.29,0.0072399997,99549.69,97
"2019-06-30 18:00:00",1,287.9,358,208,3.1e-05,82.5,0.71999997,-9.679999,0.00877,99082.125,85
"2019-07-01 00:00:00",1,286.30002,363,31,7e-06,91.1,-0.39999998,-5.0099998,0.00873,98913.586,86
"2019-07-01 06:00:00",1,286.30002,362,6,1.2e-05,93.3,-1.89,-1.53,0.00895,98773.55,90
"2019-07-01 12:00:00",1,289.80002,354,372,1.3e-05,77.9,-0.87,2.34,0.00931,98867.46,73
"2019-07-01 18:00:00",1,286.80002,365,382,7.7e-05,89.4,-2.61,5.66,0.00883,99099.664,84
"2019-07-02 00:00:00",1,284.7,348,28,4e-05,88.3,-1.68,6.66,0.0075299996,99503.63,82
"2019-07-02 06:00:00",1,284.2,341,4,1.7e-05,86.4,-0.01,5.8599997,0.0071099997,99731.31,87
"2019-07-02 12:00:00",1,286.5,333,307,2.6e-05,71.6,2.19,6.5499997,0.00685,100014.79,76
"2019-07-02 18:00:00",1,286.7,321,544,5.1e-05,75,3.9299998,4.98,0.00726,100160.65,49
"2019-07-03 00:00:00",1,284,309,61,1.3e-05,89,4.36,0.28,0.00719,100297.875,39
"2019-07-03 06:00:00",1,284.2,311,14,1.3e-05,90.6,3.51,-2.01,0.0074299998,100216.79,52
"2019-07-03 12:00:00",1,289.2,323,448,3.8e-05,72,5.42,-3.58,0.008169999,100102.99,59
"2019-07-03 18:00:00",1,287.6,357,333,0.000277,85.5,2.7,-3.11,0.0088,99825.71,83
"2019-07-04 00:00:00",1,285.5,354,21,0.000303,94.6,0.44,-2.95,0.00849,99620.836,96
"2019-07-04 06:00:00",1,285.2,341,9,5.3e-05,94.6,-0.77,-2.81,0.00835,99566.016,71
"2019-07-04 12:00:00",1,288.9,334,438,4.2e-05,75.700005,-3.23,-3.3999999,0.0084999995,99721.52,50
"2019-06-18 12:00:00",2,286.1,9.999e+20,9.999e+20,9.999e+20,90.3,3.9499998,5.0499997,0.00838,100639.19,9.999e+20
"2019-06-18 18:00:00",2,286.1,319,614,2.3e-05,84.8,2.58,6.44,0.00787,100533.1,45
"2019-06-19 00:00:00",2,284.30002,295,81,3e-06,91.3,2.9299998,4.8599997,0.0075,100448.586,9
"2019-06-19 06:00:00",2,284.7,321,6,2.1e-05,87.4,2.02,5.5299997,0.00739,100283.39,54
"2019-06-19 12:00:00",2,285.80002,330,421,3.7e-05,80.3,2.01,8.62,0.00732,100272.65,72
"2019-06-19 18:00:00",2,285.2,312,556,2.4e-05,71.3,-0.32,8.78,0.00622,100281.18,45
"2019-06-20 00:00:00",2,283.2,285,85,9e-06,77.200005,-0.22999999,5.27,0.00591,100409.17,17
"2019-06-20 06:00:00",2,283.80002,304,7,6.2e-05,77.9,-0.19999999,6.08,0.00621,100353.19,54
"2019-06-20 12:00:00",2,285.4,293,544,4.7e-05,69.700005,-0.71,8.75,0.00617,100551.234,29
"2019-06-20 18:00:00",2,284.80002,282,726,4.1e-05,70.4,-2.9099998,7.7599998,0.00597,100782.39,9
"2019-06-21 00:00:00",2,283.30002,275,86,5e-06,74.5,-1.52,6.15,0.0056999996,101044.914,1
"2019-06-21 06:00:00",2,283.9,275,21,5e-06,74.5,-0.75,5.22,0.00593,101167.74,2
"2019-06-21 12:00:00",2,286.2,281,588,1.1e-05,63.8,1.36,5.54,0.00587,101382.9,6
"2019-06-21 18:00:00",2,285.9,285,727,2e-06,64.200005,2.7,4.42,0.0058299997,101455.555,6
"2019-06-22 00:00:00",2,283.80002,280,86,0,79.3,4.81,1.36,0.00621,101500.94,1
"2019-06-22 06:00:00",2,284.6,287,20,0,86.5,5.44,0.04,0.00722,101413.69,12
"2019-06-22 12:00:00",2,288.2,305,563,1e-06,72.700005,4.56,1.4599999,0.0076099997,101454.5,22
"2019-06-22 18:00:00",2,287.9,310,689,2e-06,74.200005,-2.33,0.39999998,0.00768,101396.79,71
"2019-06-23 00:00:00",2,286.4,344,51,3e-06,87.5,-0.32,-4.38,0.00818,101355.41,98
"2019-06-23 06:00:00",2,285.2,323,13,0,81.8,1.4499999,-5.43,0.00708,101373.14,93
"2019-06-23 12:00:00",2,289.1,333,314,1e-05,74.1,0.87,-7.2,0.0083,101318.37,98
"2019-06-23 18:00:00",2,290.4,351,471,5e-06,70.700005,1.14,-8.37,0.0086199995,101110.125,94
"2019-06-24 00:00:00",2,287.30002,348,35,2.5e-05,88.1,-2.33,-8.12,0.008789999,100977.35,98
"2019-06-24 06:00:00",2,286.9,353,5,0.00013,92.200005,-4.9,-7.79,0.008979999,100528.65,98
"2019-06-24 12:00:00",2,287.7,371,100,0.000467,90.8,-1.42,-2.84,0.00937,100452.95,97
"2019-06-24 18:00:00",2,288.1,355,486,9e-06,86.1,4.9,3.04,0.00908,100640.18,60
"2019-06-25 00:00:00",2,285.7,311,76,0,95.4,4.13,0.82,0.008599999,100862.31,27
"2019-06-25 06:00:00",2,286.30002,307,18,0,94.1,2.8999999,-0.79999995,0.00877,100933.18,9
"2019-06-25 12:00:00",2,288.80002,324,533,1e-04,82.200005,1.01,1.4399999,0.00901,101159.266,30
"2019-06-25 18:00:00",2,288.5,323,697,9e-05,85.5,-5.46,-0.9,0.0092,101358.52,23
"2019-06-26 00:00:00",2,286,313,80,2e-06,93.700005,-4.46,0.089999996,0.00852,101621.99,4
"2019-06-26 06:00:00",2,286.30002,311,17,0,94.1,-3.9199998,0.28,0.008719999,101784.69,9
"2019-06-26 12:00:00",2,287.1,364,302,9e-06,88.4,-4.83,1.1,0.00859,102033.12,83
