"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc"
"2019-04-30 18:00:00",1,283.30002,9.999e+20,9.999e+20,9.999e+20,73.3,5.83,3.34,0.0055799996,101423.73
"2019-05-01 00:00:00",1,281.6,268,37,0,80.6,4.21,3.1999998,0.00548,101361.836
"2019-05-01 06:00:00",1,281.7,270,4,1e-06,84.9,6.18,2.82,0.0058299997,101141.98
"2019-05-01 12:00:00",1,283.4,318,307,3.9e-05,83.9,6.3599997,6.64,0.00649,101114.04
"2019-05-01 18:00:00",1,283.30002,338,310,3.8e-05,87.1,1.6999999,8.48,0.00666,101123.18
"2019-05-02 00:00:00",1,282.7,323,23,8e-06,86.700005,-0.59,7.81,0.0063699996,101206.41
"2019-05-02 06:00:00",1,282.2,328,4,1e-05,82.8,-0.41,7.24,0.0058999998,101155.28
"2019-05-02 12:00:00",1,283.9,294,432,1e-05,80.3,-0.07,3.76,0.0063699996,101123.58
"2019-05-02 18:00:00",1,283.9,291,577,6e-06,80.4,-5.58,0.68,0.0063899998,101143.52
"2019-05-03 00:00:00",1,281.6,272,40,0,83.700005,-5.8599997,-2.9399998,0.00567,101461.766
"2019-05-03 06:00:00",1,280.6,265,5,0,76.5,-6.96,-2.52,0.0048499997,101603.664
"2019-05-03 12:00:00",1,282.2,275,471,1e-06,65.6,-7.45,-4,0.00464,101801.18
"2019-05-03 18:00:00",1,281.6,289,515,1e-06,65.3,-7.72,-4.36,0.00441,101886.7
"2019-05-04 00:00:00",1,279.2,262,34,0,68.9,-4.64,-4.85,0.00392,102153.945
"2019-05-04 06:00:00",1,278.6,247,6,0,65.8,-3.32,-3.86,0.00361,102240.56
"2019-05-04 12:00:00",1,281.1,280,414,1e-06,56.5,-3.7099998,-3.25,0.00369,102383.21
"2019-05-04 18:00:00",1,281.7,298,498,2e-06,58.9,-4.15,-2.9399998,0.00399,102385.555
"2019-05-05 00:00:00",1,279.5,267,37,0,68.3,-1.04,-3.6,0.00396,102483.55
"2019-05-05 06:00:00",1,278.7,258,6,0,73.5,1.6999999,-2.96,0.00404,102393.19
"2019-05-05 12:00:00",1,282.30002,271,479,2e-06,59.5,1.17,0.83,0.00421,102427.14
"2019-05-05 18:00:00",1,282.5,320,393,3e-06,62.3,-0.41,0.35999998,0.00446,102324.375
"2019-05-06 00:00:00",1,280.6,286,27,0,70.5,0.96999997,-2.18,0.00444,102252.43
"2019-05-06 06:00:00",1,280.80002,290,5,0,73.700005,2.4199998,-2.3899999,0.00472,102094.24
"2019-05-06 12:00:00",1,284.2,293,447,0,64.9,4.0699997,-0.22,0.00521,101955.08
"2019-05-06 18:00:00",1,284.1,313,486,1e-06,70.4,3.24,1.27,0.0056499997,101673.04
"2019-05-07 00:00:00",1,282.80002,315,23,1e-06,78.4,4.67,-1.75,0.00581,101418.766
"2019-05-07 06:00:00",1,282.1,326,3,2.3e-05,87.200005,5.97,-2.7,0.00618,100999.195
"2019-05-07 12:00:00",1,285.2,323,354,6e-06,75.5,7.52,-3.31,0.0066,100517.32
"2019-05-07 18:00:00",1,283.7,340,269,1e-04,86.200005,7.97,-8.59,0.0069,99489.45
"2019-05-08 00:00:00",1,283.4,338,9,0.000372,88.1,8.23,1.4699999,0.00696,98759.164
"2019-05-08 06:00:00",1,283.1,330,2,5.6e-05,86.6,10.71,-3.57,0.00677,97982.82
"2019-05-08 12:00:00",1,284.30002,341,208,0.000124,84.9,8.66,-3.36,0.00721,97458.2
"2019-05-08 18:00:00",1,284.80002,333,351,0.000203,85.9,-4.42,-2.29,0.0075499997,97344.59
"2019-05-09 00:00:00",1,282.30002,291,36,8e-06,92.6,-5.72,4.49,0.00682,98175.12
"2019-05-09 06:00:00",1,282.30002,336,3,3.5e-05,85.5,-8.48,3.55,0.00624,98921.46
"2019-05-09 12:00:00",1,283.2,319,327,3.4e-05,66.700005,-9,5.7799997,0.0051599997,99741.016
"2019-05-09 18:00:00",1,282.2,295,501,2.7e-05,62.4,-7.31,4.8599997,0.0044799997,100092.77
"2019-05-10 00:00:00",1,278.7,255,47,3e-06,72.700005,-2.61,3.1599998,0.00408,100259.36
"2019-05-10 06:00:00",1,279,265,6,0,75.9,-0.69,-0.16,0.0043699997,100045.516
"2019-05-10 12:00:00",1,282.5,300,311,5e-06,57.5,1.14,-3.7099998,0.0042399997,99729.68
"2019-05-10 18:00:00",1,281.4,317,343,0.000124,77.4,-3.35,-4.58,0.00531,99478.04
"2019-05-11 00:00:00",1,279,296,14,3e-05,83.9,-2.83,-2.1599998,0.00487,99739.23
"2019-05-11 06:00:00",1,279.7,260,9,0,83.6,-3.1399999,-0.61,0.00505,100053.34
"2019-05-11 12:00:00",1,284.7,283,478,1e-06,62.8,-3.86,-0.21,0.0053,100354.84
"2019-05-11 18:00:00",1,284.5,298,581,1e-06,65.5,-2.97,-3.06,0.0054599997,100517.4
"2019-05-12 00:00:00",1,281.6,321,29,4.9e-05,86.4,0.87,-2.99,0.0058999998,100572.4
"2019-05-12 06:00:00",1,283.30002,346,2,7.9e-05,95.200005,5.17,-0.19999999,0.00738,100366.81
"2019-05-12 12:00:00",1,286,352,225,4.8e-05,81.4,0.76,6.7999997,0.0074799997,100807.25
"2019-05-12 18:00:00",1,286.5,309,572,0,68,2.26,3.1599998,0.00642,101036.695
"2019-05-13 00:00:00",1,284.6,334,46,2.4e-05,91.1,5.38,-1.35,0.0076099997,100871.766
"2019-05-13 06:00:00",1,285.9,367,1,5.6e-05,91.3,8.9,5.2599998,0.008359999,100739.375
