"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-05-20 18:00:00",1,285.5,9.999e+20,9.999e+20,9.999e+20,89.700005,6.02,2.77,0.0079499995,100875.49,9.999e+20
"2020-05-21 00:00:00",1,283.80002,327,36,1.4e-05,88.700005,1.73,4.61,0.00701,101133.375,89
"2020-05-21 06:00:00",1,283.80002,280,14,0,88.3,3.9099998,2.86,0.00697,101332.95,20
"2020-05-21 12:00:00",1,287.1,286,551,1e-06,66.6,5.68,-0.71999997,0.0065099997,101183.055,34
"2020-05-21 18:00:00",1,287.80002,315,501,1e-06,62.3,8.559999,-6.64,0.0064499998,100277.62,95
"2020-05-22 00:00:00",1,285.30002,340,16,0.000369,80.8,11.69,1.41,0.00721,99283.54,89
"2020-05-22 06:00:00",1,284.9,321,7,2.2e-05,73.4,17.58,8.45,0.0064,98952.69,68
"2020-05-22 12:00:00",1,285.4,342,256,9e-06,69,14.91,13.65,0.00618,99327.93,89
"2020-05-22 18:00:00",1,284.7,336,275,2.4e-05,69.5,12.12,14.24,0.0059599997,99701.89,86
"2020-05-23 00:00:00",1,284.1,318,56,1.3e-05,68.5,9.69,14.92,0.00561,99986.65,63
"2020-05-23 06:00:00",1,284.1,321,7,1e-05,68.3,5.2799997,16.46,0.00555,100387.2,78
"2020-05-23 12:00:00",1,285.6,308,469,1.4e-05,69.9,6.3199997,13.92,0.0062499996,100951.695,57
"2020-05-23 18:00:00",1,285.30002,333,402,0.000126,84.5,8.63,13.36,0.00739,101101.61,72
"2020-05-24 00:00:00",1,285.30002,358,16,0.000174,88.5,6.99,12.61,0.00771,101280.77,96
"2020-05-24 06:00:00",1,285.5,360,6,5.4e-05,89.3,5.7599998,11.21,0.00786,101582.56,93
"2020-05-24 12:00:00",1,286.5,328,441,8e-06,83.6,6.2999997,8.26,0.00785,102010.766,60
"2020-05-24 18:00:00",1,285.9,320,558,7e-06,86.1,8.139999,5.3599997,0.00777,102099.04,51
"2020-05-25 00:00:00",1,285.30002,320,56,6e-06,90.5,9.2699995,5.08,0.00785,102130.36,42
"2020-05-25 06:00:00",1,285.4,365,4,2.2e-05,88.4,9.83,3.35,0.0077199996,101965.23,95
"2020-05-25 12:00:00",1,286,358,202,2.9e-05,87.3,12.45,4.47,0.00791,101949.766,85
"2020-05-25 18:00:00",1,286.5,353,382,1.3e-05,89.700005,8.25,5.21,0.00842,101964.68,74
"2020-05-26 00:00:00",1,285.5,360,28,0.000162,95.4,5.79,2.1299999,0.00842,101878.46,90
"2020-05-26 06:00:00",1,285.1,361,3,0.000124,94.9,1.5799999,4.02,0.00811,101913.03,97
"2020-05-26 12:00:00",1,286.5,320,471,7e-06,81.700005,3.9199998,6.47,0.00764,102093.055,43
"2020-05-26 18:00:00",1,285.6,296,673,2e-06,80.200005,1.24,6.99,0.0070599997,102206.54,44
"2020-05-27 00:00:00",1,283.6,282,67,1e-06,80.700005,0.48,6.25,0.00621,102438.65,38
"2020-05-27 06:00:00",1,283.80002,275,17,0,75.1,-0.58,5.56,0.0058399998,102568.25,8
"2020-05-27 12:00:00",1,285.6,279,575,1e-05,69.8,-0.099999994,6.15,0.0061299996,102701.34,3
"2020-05-27 18:00:00",1,285.2,283,702,7e-06,73.1,0.01,6.19,0.00624,102649.76,5
"2020-05-28 00:00:00",1,283.1,277,69,0,82,2.1399999,4.2,0.0061,102552.14,0
"2020-05-28 06:00:00",1,283.80002,278,14,0,81.4,6.6499996,4.37,0.00635,102124.63,29
"2020-05-28 12:00:00",1,284.7,321,292,5.7e-05,80.9,11.24,7.87,0.00673,101696.56,91
"2020-05-28 18:00:00",1,284.9,351,203,0.000175,89.4,9.55,8.29,0.00758,101125,98
"2020-05-29 00:00:00",1,284.6,353,9,7.4999996e-05,91.5,2.53,6.2799997,0.0076499996,100670.15,97
"2020-05-29 06:00:00",1,283.6,351,5,1.8e-05,83.6,1.65,6.3799996,0.0065599997,100612.336,95
"2020-05-29 12:00:00",1,284.9,348,174,1.3e-05,74.5,3.1499999,6.97,0.0064,100713.21,94
"2020-05-29 18:00:00",1,284.7,353,181,1.8e-05,79.8,3.72,5.56,0.00673,100637.22,98
"2020-05-30 00:00:00",1,284.6,350,16,0.000215,95.3,5.44,1.25,0.007999999,100266.24,90
"2020-05-30 06:00:00",1,283.5,356,5,0.000297,84.8,-0.39999998,5.9,0.0066199997,100289.08,96
"2020-05-30 12:00:00",1,284.9,316,369,1.3e-05,64.8,2.04,6.41,0.00556,100394.805,60
"2020-05-30 18:00:00",1,284.80002,289,632,2.9e-05,60.600002,1.11,7.52,0.0051599997,100386.04,28
"2020-05-31 00:00:00",1,281.30002,268,74,6e-06,79,3.37,4,0.00531,100450.805,2
"2020-05-31 06:00:00",1,282.5,273,18,4e-06,82.3,3.58,2.33,0.0060099997,100336.27,16
"2020-05-31 12:00:00",1,287,288,561,8.4e-05,63.7,3.5,3.4299998,0.00629,100363.83,36
"2020-05-31 18:00:00",1,286.5,293,692,0.000117999996,66.3,-0.88,2.6599998,0.0063,100335.31,34
"2020-06-01 00:00:00",1,281,281,72,2e-06,86.5,-1.53,-0.25,0.00572,100514.49,10
"2020-06-01 06:00:00",1,283.5,274,19,0,85.4,-2.09,-1.03,0.0066899997,100563.586,8
"2020-06-01 12:00:00",1,287.7,292,566,9.1e-05,69,-4.0299997,-2.05,0.00709,100677.305,32
"2020-06-01 18:00:00",1,287.30002,300,693,5.7e-05,66.700005,-6.87,-3.58,0.00666,100679.77,47
"2020-06-02 00:00:00",1,282.4,282,74,3e-06,86.6,-4.42,-0.97999996,0.0062499996,100707.3,4
"2020-06-02 06:00:00",1,283.30002,275,16,0,84.8,-4.52,1.14,0.00653,100386.305,22
"2020-06-02 12:00:00",1,286.1,288,535,1e-06,62.3,-10.69,1.4499999,0.00581,99990.31,64
"2020-06-02 18:00:00",1,282.5,327,359,0.000119,81.1,-9.46,7.16,0.0059499997,99502.27,96
"2020-06-03 00:00:00",1,281.6,331,12,0.00036499999,84.200005,-2.99,11.38,0.00586,99216.77,99
"2020-06-03 06:00:00",1,282.6,322,10,0.000134,80.8,3.32,8.599999,0.00599,99265.664,95
"2020-06-03 12:00:00",1,287,287,557,1.3e-05,65.5,6.44,5.35,0.0064999997,99503.86,45
"2020-06-03 18:00:00",1,287.4,309,655,4.2e-05,73.8,3.1,2.54,0.00752,99563.14,24
"2020-06-04 00:00:00",1,284.80002,339,54,0.000119,92.700005,2.34,-1.73,0.0079499995,99819.69,69
"2020-06-04 06:00:00",1,283.9,341,11,7.7e-05,93.6,2.5,-3.09,0.0075499997,100006.2,77
"2020-06-04 12:00:00",1,289.7,330,446,1.5e-05,67.5,4.71,-3.62,0.007929999,100206.97,57
"2020-06-04 18:00:00",1,289.80002,351,484,7e-05,68.6,-0.48999998,-1.31,0.0080699995,100279.62,64
"2020-06-05 00:00:00",1,285.7,324,62,3.1e-05,85.9,-0.45999998,-1.49,0.00776,100348.96,37
"2020-06-05 06:00:00",1,286.7,305,20,0,82.1,0.26,0.62,0.00794,100301.195,14
