"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2019-09-25 00:00:00",1,287.7,9.999e+20,9.999e+20,9.999e+20,95.700005,-0.089999996,3.1599998,0.00998,99158.27,9.999e+20
"2019-09-25 06:00:00",1,287.1,368,0,9e-06,95.8,1.28,4.79,0.0095999995,99281.164,83
"2019-09-25 12:00:00",1,288.1,350,199,2.5e-05,89.700005,6.81,2.26,0.009579999,99234.516,66
"2019-09-25 18:00:00",1,287.5,364,138,6.4e-05,92.200005,5.98,1.3,0.00955,98954.14,76
"2019-09-26 00:00:00",1,285.9,338,0,8.1e-05,81.1,5.04,7.74,0.0075499997,98917.16,53
"2019-09-26 06:00:00",1,285.94,319,0,4.4e-05,82.4,5.2599998,8.7699995,0.0077,98802.44,51
"2019-09-26 12:00:00",1,287.1,333,191,9.2e-05,79.3,9,8.389999,0.00802,98758.6,86
"2019-09-26 18:00:00",1,286.30002,305,348,0.000122,79.5,4.83,9.5,0.0076099997,98699.94,28
"2019-09-27 00:00:00",1,285.2,302,1,2.2e-05,83.4,2.79,5.17,0.0074199997,98802.44,31
"2019-09-27 06:00:00",1,285.4,304,0,5.2e-05,80.1,1.64,10.4,0.0072,98963.836,28
"2019-09-27 12:00:00",1,286.4,303,249,0.000123,74.6,-1.04,11.429999,0.00714,99417.35,36
"2019-09-27 18:00:00",1,285.80002,315,297,4.4e-05,80,4.18,7.1099997,0.0073499996,99464.586,60
"2019-09-28 00:00:00",1,286.30002,350,0,0.00012,87.4,2.12,12,0.0083,99531.74,85
"2019-09-28 06:00:00",1,286.30002,353,0,1e-04,87.4,0.03,10.34,0.00827,99780.766,79
"2019-09-28 12:00:00",1,286.9,362,90,2.9e-05,85.3,2.25,8.059999,0.00834,100039,97
"2019-09-28 18:00:00",1,285.6,349,130,7.2e-05,88.700005,4.5099998,2.9099998,0.00804,99792.62,98
"2019-09-29 00:00:00",1,284.4,344,0,0.000366,89.3,-4.48,-1.66,0.0074799997,99312.95,99
"2019-09-29 06:00:00",1,285.6,345,0,0.000167,85.200005,-8.73,-0.08,0.0077299997,99520.09,98
"2019-09-29 12:00:00",1,286.7,316,244,2e-05,78.200005,-9.17,3.74,0.0075499997,100143.414,46
"2019-09-29 18:00:00",1,286,302,338,1.2e-05,78.1,-6.08,3.31,0.00716,100602.9,18
"2019-09-30 00:00:00",1,284.9,293,1,2e-06,82.200005,-2.09,2.32,0.0069899997,100822.86,56
"2019-09-30 06:00:00",1,284,306,0,0,82.8,1.16,-0.71,0.0066299997,100706.31,87
"2019-09-30 12:00:00",1,285.30002,329,96,8.6e-05,85,5.6099997,-5.13,0.00751,100344.766,84
"2019-09-30 18:00:00",1,286.4,362,45,0.000107,94,3.4499998,2.78,0.00897,99877.83,97
"2019-10-01 00:00:00",1,286.6,342,0,1e-05,88.700005,1.9399999,8.53,0.00857,99991.95,60
"2019-10-01 06:00:00",1,286.2,347,0,7e-06,85.3,0.87,7.3999996,0.00802,100118.27,81
"2019-10-01 12:00:00",1,287,324,144,6e-06,87.6,4.2999997,4.02,0.00866,100281.7,72
