"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc"
"2019-05-01 06:00:00",1,282.1,9.999e+20,9.999e+20,9.999e+20,84,6.92,3.25,0.00593,101165.31
"2019-05-01 12:00:00",1,283.30002,323,260,6.6e-05,84.700005,7.27,7.25,0.0064499998,101135
"2019-05-01 18:00:00",1,283.2,341,256,9.9e-05,88.8,1.81,8.059999,0.00677,101130.83
"2019-05-02 00:00:00",1,282.9,335,20,1.8e-05,86.3,-0.24,8.11,0.0064,101210.24
"2019-05-02 06:00:00",1,282.2,317,4,8e-06,84.700005,0.65999997,6.5099998,0.0060199997,101163.39
"2019-05-02 12:00:00",1,283.80002,321,280,3.9e-05,86.9,2.36,0.88,0.00689,101050.08
"2019-05-02 18:00:00",1,284.2,312,453,1e-05,82.5,-5.3199997,0.29,0.00672,101074.21
"2019-05-03 00:00:00",1,281.80002,275,39,0,88.3,-4.3199997,-2.32,0.0061,101366.8
"2019-05-03 06:00:00",1,281,267,5,0,80.700005,-5.85,-2.34,0.00527,101496.875
"2019-05-03 12:00:00",1,282.1,287,412,2e-06,68.6,-7.81,-3.53,0.00483,101651.05
"2019-05-03 18:00:00",1,281.7,295,503,2e-06,66.1,-7.71,-4.7799997,0.00451,101779.77
"2019-05-04 00:00:00",1,279.30002,257,41,0,70.200005,-4.75,-5.02,0.00403,102036.67
"2019-05-04 06:00:00",1,278.7,247,6,0,66.5,-3.4099998,-5.0299997,0.0036799998,102080.74
"2019-05-04 12:00:00",1,281.30002,271,445,1e-06,56.600002,-2.73,-4.46,0.0037399998,102274.055
"2019-05-04 18:00:00",1,281.9,317,396,1e-06,57.7,-2.8,-3.49,0.00396,102268.875
"2019-05-05 00:00:00",1,279.9,270,29,0,69,0,-4.5099998,0.00413,102372.1
"2019-05-05 06:00:00",1,279.1,256,5,0,74.200005,2.51,-3.04,0.00422,102248.46
"2019-05-05 12:00:00",1,283.2,268,491,1e-06,58.5,2.87,0.14,0.00441,102238.96
"2019-05-05 18:00:00",1,283.9,294,546,1e-06,59.600002,0.28,-0.14,0.0047,102010.89
"2019-05-06 00:00:00",1,281.7,279,42,0,68.4,1.17,-2.08,0.0046699997,101845.25
"2019-05-06 06:00:00",1,281.6,290,3,2e-06,78.5,4.12,-0.97999996,0.00533,101644
"2019-05-06 12:00:00",1,283.9,312,331,2.1e-05,75.3,5.43,-1.4,0.00597,101468.45
"2019-05-06 18:00:00",1,284.7,322,451,8e-06,76.1,4.22,-0.81,0.0064,100981.58
"2019-05-07 00:00:00",1,283.2,334,22,1.5e-05,84.9,5.3399997,-5.3199997,0.0065099997,100450.375
"2019-05-07 06:00:00",1,282.2,339,1,0.000156,89.5,6.0899997,-9.4,0.00646,99355.06
"2019-05-07 12:00:00",1,284.6,341,147,0.00029,83.6,6.83,6.0499997,0.00715,98574.12
"2019-05-07 18:00:00",1,284.2,286,631,1.5e-05,79.9,7.37,1.09,0.0067,98071.71
"2019-05-08 00:00:00",1,282,330,27,9.7e-05,91,-1.18,-3.6699998,0.00665,97592.9
"2019-05-08 06:00:00",1,282.6,302,6,6e-06,87.4,-5.13,4.5499997,0.00659,97821.99
"2019-05-08 12:00:00",1,284,320,381,2.3e-05,75.3,-6.6499996,10.65,0.00622,98381.38
"2019-05-08 18:00:00",1,282.7,297,581,1.8e-05,72.8,-5.7599998,15.099999,0.0054699997,98737.766
"2019-05-09 00:00:00",1,281.5,335,15,0.000202,85.700005,-13.309999,8.72,0.0058999998,99204.086
"2019-05-09 06:00:00",1,281.1,323,6,0.000252,78.3,-6.7599998,7.12,0.00521,99998.15
"2019-05-09 12:00:00",1,283.30002,274,504,7e-05,67.6,-5.4,5.6099997,0.00521,100191.18
"2019-05-09 18:00:00",1,282.2,271,652,6.8e-05,66.8,-6.52,3.07,0.00476,100588.4
"2019-05-10 00:00:00",1,278.5,257,47,8e-06,75.4,-2.95,3.37,0.00415,100957.11
"2019-05-10 06:00:00",1,279,248,9,1e-06,74.1,-3.22,3.59,0.0042,101174.42
"2019-05-10 12:00:00",1,284,258,541,1.3e-05,55.100002,-4.5699997,1.68,0.0044,101519.414
"2019-05-10 18:00:00",1,283.6,271,663,1.3e-05,56.2,-3.5,-0.59,0.0043599997,101770.24
"2019-05-11 00:00:00",1,279.6,287,46,0,72.4,0.37,-2.54,0.00427,101973.164
"2019-05-11 06:00:00",1,279.9,278,5,1e-06,75.8,3.24,-2.23,0.00456,101810.38
"2019-05-11 12:00:00",1,282.6,329,182,9.2e-05,79.6,10.139999,-3.23,0.00581,101489.305
"2019-05-11 18:00:00",1,285,352,179,0.000255,92.200005,9.26,2.6599998,0.00792,100860.96
"2019-05-12 00:00:00",1,285.4,367,3,0.000269,93.4,7.7,6.1299996,0.00823,100759.92
"2019-05-12 06:00:00",1,284.9,366,0,0.000122,93.9,4.14,5.44,0.008049999,100676.37
"2019-05-12 12:00:00",1,286.2,342,229,0.000183,82.200005,4.97,6.96,0.00764,100760.75
"2019-05-12 18:00:00",1,285.2,308,524,1.9e-05,75.700005,5.98,9.389999,0.0066,100734.11
"2019-05-13 00:00:00",1,282.4,311,44,1e-05,71.3,5.0299997,8.28,0.00514,100817.125
"2019-05-13 06:00:00",1,282.30002,297,8,7e-06,76.5,3.73,8.71,0.00548,100789.195
"2019-05-13 12:00:00",1,285.1,312,396,6.4e-05,69.3,-0.62,8.53,0.00597,101097.81
"2019-05-13 18:00:00",1,284.1,285,644,4e-05,67.4,-2.37,7.5099998,0.0054099998,101326.266
"2019-05-14 00:00:00",1,280.7,278,42,4e-06,75,-1.55,4.68,0.00478,101573.31
"2019-05-14 06:00:00",1,280.7,265,11,2e-06,74.9,-2.34,4.5499997,0.00476,101707.4
"2019-05-14 12:00:00",1,285.1,267,550,1.4e-05,57.100002,-2.32,5.56,0.0049099997,101822.055
"2019-05-14 18:00:00",1,283.5,298,583,2.3e-05,70.700005,2.2,5.64,0.0054599997,101710.52
"2019-05-15 00:00:00",1,282.1,325,29,0.00017099999,90.700005,7.44,5.6,0.0064,101279.39
"2019-05-15 06:00:00",1,283.80002,351,1,0.000372,93.200005,5.58,7.6499996,0.0074099996,100575.5
"2019-05-15 12:00:00",1,284.7,355,153,8e-05,83.700005,-2.51,8.23,0.0070599997,100461.21
"2019-05-15 18:00:00",1,283.7,320,473,2.7e-05,72.700005,-7.58,3.79,0.00573,100593.74
"2019-05-16 00:00:00",1,279.94998,271,48,2e-06,78.9,-3.98,3.31,0.00482,100733.93
"2019-05-16 06:00:00",1,280.1,258,12,5e-06,78.700005,-4.38,2.49,0.00487,100658.445
"2019-05-16 12:00:00",1,283.5,273,526,6.6e-05,67.1,-10.3,2.1299999,0.00523,100773.29
"2019-05-16 18:00:00",1,281.7,305,498,6.3e-05,70.6,-11.75,1.88,0.0048599998,100921.02
"2019-05-17 00:00:00",1,279.80002,288,47,3.4e-05,76.4,-9.53,2.78,0.00459,101041.555
"2019-05-17 06:00:00",1,280.2,311,6,2.2e-05,74.5,-11.05,3,0.00463,100931.77
"2019-05-01 06:00:00",2,282.2,9.999e+20,9.999e+20,9.999e+20,84.200005,6.16,4.11,0.00599,101215.9
"2019-05-01 12:00:00",2,282.6,316,304,7.2e-05,84.8,7.7799997,7.1499996,0.00621,101199.414
"2019-05-01 18:00:00",2,283.1,345,166,0.000203,88.8,2.12,8.67,0.00671,101168.64
"2019-05-02 00:00:00",2,282.9,346,11,3.3e-05,87.200005,-0.90999997,8,0.0064999997,101244
"2019-05-02 06:00:00",2,282.2,314,4,6e-06,84.9,-0.24,6.24,0.00604,101242.11
"2019-05-02 12:00:00",2,284.1,313,322,3e-05,85.4,2.8899999,1.7099999,0.0068699997,101157.19
"2019-05-02 18:00:00",2,284.80002,315,471,2.2e-05,83,-3.76,-1.48,0.00702,101121.414
"2019-05-03 00:00:00",2,282,283,36,1e-06,87,-3.07,-1.9499999,0.0060799997,101382.164
"2019-05-03 06:00:00",2,281.30002,270,5,0,85.8,-3.97,-2.22,0.00572,101470.93
"2019-05-03 12:00:00",2,282.1,284,419,2e-06,68.6,-6.7999997,-1.9799999,0.00481,101601.25
"2019-05-03 18:00:00",2,281.80002,302,509,2e-06,67.200005,-7.37,-4.17,0.0046099997,101665.28
"2019-05-04 00:00:00",2,279.5,267,31,0,71.6,-4.4,-5.16,0.0041799997,101907.62
"2019-05-04 06:00:00",2,278.80002,252,6,0,67.9,-3.24,-5.37,0.0037999998,101965.68
"2019-05-04 12:00:00",2,281.80002,256,505,0,53.4,-2.1299999,-4.67,0.0036499999,102179.43
"2019-05-04 18:00:00",2,283.1,262,641,0,55.3,-1.9,-4.5099998,0.00413,102156.35
"2019-05-05 00:00:00",2,280.30002,260,42,0,68,2.25,-5.9,0.00419,102280.164
"2019-05-05 06:00:00",2,279.80002,258,6,0,76.5,4.9,-2.24,0.00457,102245.56
"2019-05-05 12:00:00",2,283.9,263,516,0,55,5.5099998,-0.85999995,0.0043099998,102384.68
"2019-05-05 18:00:00",2,285.1,273,646,0,61.8,3.1599998,0.66999996,0.0053,102136.19
"2019-05-06 00:00:00",2,282.9,304,39,2e-06,81.5,3.78,-0.06,0.00604,102102.15
"2019-05-06 06:00:00",2,281.4,287,6,1e-06,83.1,5.2599998,-2.1,0.00555,101945.19
"2019-05-06 12:00:00",2,284.5,296,398,2e-06,72.6,7.18,-0.21,0.00598,101797.75
"2019-05-06 18:00:00",2,284.80002,317,423,9e-06,74.4,7.0299997,-0.71,0.00627,101528.65
"2019-05-07 00:00:00",2,282.30002,311,29,4.3e-05,85.9,6.8399997,-6.19,0.00616,101224.19
"2019-05-07 06:00:00",2,283.30002,343,2,0.000179,91.6,6.97,-1.41,0.00703,100719.62
"2019-05-07 12:00:00",2,285.5,317,411,7e-06,74.4,6.5499997,-5.66,0.00664,100235.32
