"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc"
"2019-05-01 18:00:00",1,283,9.999e+20,9.999e+20,9.999e+20,88.9,2.06,8.12,0.00664,101207.72
"2019-05-02 00:00:00",1,282.7,343,8,3.1e-05,85.3,0.59999996,8.34,0.0062599997,101231.8
"2019-05-02 06:00:00",1,282.4,335,2,1e-05,82,0.59,5.8399997,0.00592,101180.77
"2019-05-02 12:00:00",1,283.80002,310,355,1.4e-05,82.8,1.9,0.59999996,0.0065599997,101117.12
"2019-05-02 18:00:00",1,284.4,299,563,6e-06,79.200005,-4.94,0.08,0.0065099997,101155.336
"2019-05-03 00:00:00",1,281.80002,273,40,0,89.6,-3.25,-1.06,0.0061899996,101410.24
"2019-05-03 06:00:00",1,281.2,269,5,0,83.1,-5.67,-2.75,0.00548,101514.85
"2019-05-03 12:00:00",1,282,286,422,1e-06,67.5,-7.91,-2.95,0.00471,101705.56
"2019-05-03 18:00:00",1,281.7,284,579,2e-06,65.9,-7.9199996,-4.64,0.0044799997,101823.79
"2019-05-04 00:00:00",1,279.1,264,34,1e-06,68.3,-5.0899997,-4.74,0.00387,102097.414
"2019-05-04 06:00:00",1,278.7,247,6,1e-06,66.3,-4.08,-4.81,0.00367,102165.66
"2019-05-04 12:00:00",1,281.1,276,421,2e-06,57.7,-3.8899999,-4.29,0.00375,102358.12
"2019-05-04 18:00:00",1,281.6,305,458,2e-06,58.7,-4.31,-3.22,0.0039399997,102373.914
"2019-05-05 00:00:00",1,279.4,257,40,0,67.3,-1.26,-4.2799997,0.00391,102448.89
"2019-05-05 06:00:00",1,278.6,251,6,0,72.1,1.3199999,-2.78,0.0039399997,102397.17
"2019-05-05 12:00:00",1,282.1,255,521,1e-06,53.3,0.03,-0.56,0.00373,102394.555
"2019-05-05 18:00:00",1,282.4,283,557,1e-06,57.2,-2.01,-1.1,0.0041,102259.83
