"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc"
"2019-05-05 06:00:00",1,279.30002,9.999e+20,9.999e+20,9.999e+20,70.4,0.04,-2.57,0.00405,102499.21
"2019-05-05 12:00:00",1,282.7,252,530,0,51.100002,-1.27,-1.04,0.0037099998,102423.77
"2019-05-05 18:00:00",1,283.2,261,663,0,58.5,-3.8799999,-1.53,0.00439,102227.96
"2019-05-06 00:00:00",1,280.30002,259,45,0,73.200005,-0.90999997,-4.17,0.00452,102145.74
"2019-05-06 06:00:00",1,279.6,261,5,0,75.200005,0.44,-3.6,0.00441,101955.734
"2019-05-06 12:00:00",1,283.2,267,492,0,56.9,0.04,-1.5899999,0.00428,101834.74
"2019-05-06 18:00:00",1,283.5,279,602,4e-06,62.7,-3.86,-2.58,0.00482,101571.47
"2019-05-07 00:00:00",1,281.4,285,35,1e-06,77.700005,0.11,-5.35,0.0052,101382.92
"2019-05-07 06:00:00",1,280.30002,283,5,1e-06,83.9,-1.11,-4.6,0.0052199997,101024.39
"2019-05-07 12:00:00",1,282.4,292,413,4e-06,73.4,-1.4399999,-5.6,0.00531,100711.57
"2019-05-07 18:00:00",1,282.9,297,554,1.9e-05,70.200005,-5.7599998,-6.3399997,0.0052799997,100180.68
"2019-05-08 00:00:00",1,280.6,305,35,4.2e-05,85.9,-5.0899997,-8.45,0.0055299997,99713.85
"2019-05-08 06:00:00",1,279.6,312,5,4.8e-05,80.3,-6.74,-6.2,0.00488,99310.6
"2019-05-08 12:00:00",1,282.2,282,467,6e-06,68.4,-8.54,-1.5899999,0.00494,99258.2
"2019-05-08 18:00:00",1,281.30002,266,652,1.3e-05,71.6,-9.66,-0.31,0.0048499997,99347.45
"2019-05-09 00:00:00",1,279.5,263,47,1.2e-05,71.1,-6.52,1.9699999,0.00426,99538.96
"2019-05-09 06:00:00",1,279.5,250,8,1e-05,69.8,-5.83,4.47,0.00419,99564.86
"2019-05-09 12:00:00",1,281.5,251,540,4e-05,61,-4.77,6.42,0.00417,99670.18
"2019-05-09 18:00:00",1,281.4,253,673,5.3e-05,58.8,-5.19,6.58,0.0039999997,99713.04
"2019-05-10 00:00:00",1,279.9,251,50,4.3e-05,67.6,-4.33,4.56,0.00417,99789.125
"2019-05-10 06:00:00",1,279.7,254,8,0.000127,72.5,-4.08,-0.19,0.00438,99869.16
"2019-05-10 12:00:00",1,282.6,272,486,8.8e-05,57.9,-4.8599997,3.3,0.0042399997,100196.04
"2019-05-10 18:00:00",1,282.6,259,672,1.3e-05,60.8,-6.2,6.0899997,0.00445,100513.805
"2019-05-11 00:00:00",1,281.2,258,51,4e-06,70.200005,-4.42,6.54,0.0046699997,100931.23
"2019-05-11 06:00:00",1,280.9,255,9,3e-05,67.3,-5.13,7.3999996,0.00439,101285.39
"2019-05-11 12:00:00",1,282.80002,257,545,2.8e-05,63.100002,-5.85,7.56,0.00463,101810.02
"2019-05-11 18:00:00",1,282.6,261,677,9e-06,60.9,-4.74,4.5899997,0.00441,102117.47
"2019-05-12 00:00:00",1,280,257,52,0,65.6,-1.12,0.48999998,0.00393,102371.62
"2019-05-12 06:00:00",1,280.7,258,9,0,67.9,1.8,-3.54,0.00428,102369.71
"2019-05-12 12:00:00",1,284.80002,267,535,0,56.100002,4.43,-3.54,0.0046699997,102368.2
"2019-05-12 18:00:00",1,286.6,279,666,0,57.9,1.99,-3.07,0.0054699997,102071.664
"2019-05-13 00:00:00",1,282.80002,283,50,0,79.3,5.3599997,-3.86,0.00582,101970.68
"2019-05-13 06:00:00",1,281,273,8,0,67,5.24,-5.8199997,0.00435,101778.6
"2019-05-13 12:00:00",1,286.1,303,359,0,56.3,4.93,-5.3199997,0.00517,101291.2
"2019-05-13 18:00:00",1,286.9,332,363,5e-06,67.5,5.17,-3.52,0.00655,101117.52
"2019-05-14 00:00:00",1,282.7,321,24,8e-06,86.6,1.87,-3.3,0.00636,101093.61
"2019-05-14 06:00:00",1,281.2,302,7,7e-06,85,0.94,-2.75,0.00566,101079.29
"2019-05-14 12:00:00",1,287.1,306,443,2e-06,59.9,2.3,-3.78,0.00588,101038.02
"2019-05-14 18:00:00",1,287.6,320,550,2.3e-05,64.4,0.45,-2.3,0.00653,100951.16
"2019-05-15 00:00:00",1,282.4,300,40,5e-06,85.6,0.63,-2.86,0.00618,100858.85
"2019-05-15 06:00:00",1,281.7,273,11,0,85.200005,-0.089999996,-2.99,0.00586,100577.94
"2019-05-15 12:00:00",1,287.4,286,525,1e-06,60,1.73,-4.52,0.0060799997,100185.75
"2019-05-15 18:00:00",1,286.5,335,447,5e-05,71.8,2.62,-3.4499998,0.00691,99712.555
"2019-05-16 00:00:00",1,282.9,333,24,0.000179,90.5,3.85,-7.22,0.00685,99325.96
"2019-05-16 06:00:00",1,283.4,338,9,4.1e-05,91.9,5.06,-1.4399999,0.00725,99310.914
"2019-05-16 12:00:00",1,287.80002,293,535,3.7e-05,66.200005,6.83,0.88,0.00691,99500.7
"2019-05-16 18:00:00",1,287.5,297,661,5.5e-05,62.2,3.8899999,0.66999996,0.0063699996,99484.414
"2019-05-17 00:00:00",1,282.7,288,51,1.9e-05,86.4,2.53,-2.06,0.0064499998,99545.625
"2019-05-17 06:00:00",1,281.80002,277,12,0,91.9,1.7199999,-2.6299999,0.00643,99547.71
"2019-05-17 12:00:00",1,288.4,287,543,5e-06,62.2,4.41,-2.69,0.00677,99525.586
"2019-05-17 18:00:00",1,288,303,648,0.000224,64.1,1.43,-1.8299999,0.00678,99441.27
"2019-05-18 00:00:00",1,283,293,44,2e-06,83.8,1.9399999,-1.66,0.00635,99469.9
"2019-05-18 06:00:00",1,282.2,275,13,0,89.9,1.24,-2.6,0.00647,99417.71
"2019-05-18 12:00:00",1,289.1,286,549,3e-06,62.3,4.39,-5.0099998,0.00709,99388.74
"2019-05-18 18:00:00",1,286.9,339,425,0.000267,82.9,6.0699997,-3.98,0.00821,99288.14
"2019-05-19 00:00:00",1,284,307,35,6.4e-05,92.9,3.49,-3.55,0.0075499997,99487.836
"2019-05-19 06:00:00",1,283.9,339,4,0.000244,93.4,1.12,-4.17,0.00756,99468.39
"2019-05-19 12:00:00",1,287.30002,349,164,0.000212,86.4,4.19,-7.68,0.0088,99264.52
"2019-05-19 18:00:00",1,289,348,350,0.000219,82.6,4.3199997,-3.85,0.00937,99057.02
"2019-05-20 00:00:00",1,285.1,340,30,0.000202,94.9,2.9299998,0.5,0.008359999,99077.25
"2019-05-20 06:00:00",1,283.9,328,6,4e-06,92,3.9099998,1.5,0.0074899998,99319.71
"2019-05-20 12:00:00",1,286.5,351,267,9e-06,75.5,2.58,1.55,0.00721,99483.61
"2019-05-20 18:00:00",1,287.6,322,530,3e-06,66.9,-0.55,1.9599999,0.00688,99471.98
"2019-05-21 00:00:00",1,283.2,303,50,1e-06,88.1,-1.51,-0.03,0.00678,99571.65
"2019-05-21 06:00:00",1,283.7,300,10,2e-06,88.3,-1.7099999,0.88,0.00702,99621.72
"2019-05-05 06:00:00",2,279.30002,9.999e+20,9.999e+20,9.999e+20,73.4,0.45999998,-2.1599998,0.00422,102444.63
"2019-05-05 12:00:00",2,282.80002,254,526,0,51.7,-1.5899999,-0.96,0.00379,102380.53
"2019-05-05 18:00:00",2,283.2,260,663,0,58.8,-4.19,-1.41,0.00441,102173.68
"2019-05-06 00:00:00",2,280.2,258,44,0,72.4,-1.0799999,-4.04,0.00444,102106.96
"2019-05-06 06:00:00",2,279.5,258,5,0,73.3,0.17,-3.6599998,0.00429,101936.99
"2019-05-06 12:00:00",2,282.9,263,502,0,54.100002,-0.19999999,-1.75,0.00401,101771.49
"2019-05-06 18:00:00",2,283.4,273,622,1e-06,62.2,-3.9099998,-2.72,0.00477,101473.516
"2019-05-07 00:00:00",2,280.7,273,37,0,77.6,-0.25,-5.8399997,0.00496,101307.68
"2019-05-07 06:00:00",2,279.5,270,6,0,81.3,-2.01,-5.6,0.00483,100924.62
"2019-05-07 12:00:00",2,281.9,290,390,2e-06,68.200005,-1.09,-5.68,0.00478,100650.32
"2019-05-07 18:00:00",2,282.5,288,570,2e-06,65.9,-6.0899997,-6.25,0.00484,100154.2
"2019-05-08 00:00:00",2,280,278,40,9e-06,79.5,-5.08,-8.61,0.0049099997,99721.81
"2019-05-08 06:00:00",2,279,312,4,8.1e-05,77.8,-6.3199997,-6.73,0.00451,99302.71
"2019-05-08 12:00:00",2,281.4,274,495,6e-06,62.8,-9,-1.23,0.0042999997,99183.055
"2019-05-08 18:00:00",2,280.9,260,645,1.2e-05,68.8,-9.36,0.65999997,0.00457,99187.77
"2019-05-09 00:00:00",2,279.6,254,48,1.3e-05,72.6,-6.2599998,1.41,0.00439,99356.73
"2019-05-09 06:00:00",2,279.9,250,8,5e-06,66.5,-4.85,4.31,0.00408,99359.195
"2019-05-09 12:00:00",2,282.1,254,538,3e-06,61.9,-3.6499999,7.14,0.0044299997,99479.29
"2019-05-09 18:00:00",2,281.80002,256,672,2e-06,66.700005,-2.9199998,6.47,0.00468,99514.15
"2019-05-10 00:00:00",2,280.1,259,49,0,76.700005,-2.11,2.33,0.00478,99534.69
"2019-05-10 06:00:00",2,280.1,265,7,0.000135,81.5,-7.49,-1.5999999,0.00508,99726.83
"2019-05-10 12:00:00",2,282.30002,296,392,0.000115,69.8,-8.0199995,0.39,0.00502,100213.625
"2019-05-10 18:00:00",2,282.4,280,592,4e-05,64,-7.3199997,-0.79999995,0.0046099997,100694.99
"2019-05-11 00:00:00",2,280.2,259,50,0,65.700005,-4.92,0.79999995,0.00407,101226.99
"2019-05-11 06:00:00",2,280.6,253,9,0,61.9,-2.78,1.8,0.0039,101591.31
"2019-05-11 12:00:00",2,283.4,257,548,0,52.2,0.32,2.6599998,0.00399,101877.805
"2019-05-11 18:00:00",2,283.80002,267,672,8e-06,62.3,0.06,4.24,0.00487,102133.49
"2019-05-12 00:00:00",2,281.1,266,51,0,70.4,1.41,0.96999997,0.00457,102286.45
"2019-05-12 06:00:00",2,281.80002,266,8,0,72.200005,3.12,-1.77,0.0049099997,102305.914
"2019-05-12 12:00:00",2,285.5,302,433,0,58.5,5.17,-1.9,0.00511,102299.74
"2019-05-12 18:00:00",2,286.30002,335,423,1e-06,68.200005,3.28,-2.75,0.0063,102060.516
"2019-05-13 00:00:00",2,282.4,299,37,0,73.5,6.08,-4.94,0.00525,102000.5
"2019-05-13 06:00:00",2,281.30002,284,7,0,75.5,5.3399997,-7.0099998,0.00502,101722.53
"2019-05-13 12:00:00",2,286.80002,323,283,1e-06,66.5,7.45,-6.5299997,0.00641,101294.08
"2019-05-13 18:00:00",2,285.80002,338,304,3.8e-05,70.200005,7.6299996,-7.99,0.00636,101260.58
"2019-05-14 00:00:00",2,282.2,333,16,2.5e-05,82.9,4.24,-5.37,0.00591,101303.49
"2019-05-14 06:00:00",2,282,337,2,2.5e-05,88,2.36,-3.76,0.0061399997,101620.96
"2019-05-14 12:00:00",2,286.4,339,300,6e-06,72.9,4.88,-3.78,0.00679,101716.69
"2019-05-14 18:00:00",2,287.7,345,461,7e-06,70.1,2.57,-1.4499999,0.0071099997,101889.75
"2019-05-15 00:00:00",2,283.5,334,26,6e-06,87.3,1,-1.68,0.00671,101941.25
"2019-05-15 06:00:00",2,281.9,281,11,0,88.9,0.83,-2.3899999,0.00612,101991.79
"2019-05-15 12:00:00",2,287.2,283,539,1e-06,59.7,-1.5799999,-3.77,0.00586,101945.234
"2019-05-15 18:00:00",2,286.5,325,471,6e-06,60.4,-2.57,-4.0099998,0.00568,101693.586
"2019-05-16 00:00:00",2,281.4,301,26,0,80.8,-0.82,-3.29,0.00539,101728.125
"2019-05-16 06:00:00",2,280.30002,262,12,0,81.4,-1.0699999,-2.8799999,0.00506,101449.414
"2019-05-16 12:00:00",2,286.1,266,561,0,54.8,-3.8999999,-4.21,0.005,101513.73
"2019-05-16 18:00:00",2,285.6,279,688,0,60.3,-6.15,-5.39,0.00537,101278.5
"2019-05-17 00:00:00",2,280.30002,271,56,0,77.1,-3.59,-3.59,0.0047999998,101376.59
"2019-05-17 06:00:00",2,280.2,262,12,0,82,-3.08,-2.99,0.00508,101324.73
"2019-05-17 12:00:00",2,285.1,275,540,0,62.2,-5.97,-4.87,0.00538,101160.6
"2019-05-17 18:00:00",2,284.6,291,643,0,66.9,-7.54,-4.3399997,0.0055899997,101106.87
"2019-05-18 00:00:00",2,280.80002,286,56,0,83.200005,-4.71,-2.12,0.00538,101025.44
"2019-05-18 06:00:00",2,280,266,13,0,84,-4.38,-1.31,0.00514,100781.7
"2019-05-18 12:00:00",2,285.6,264,566,0,59.600002,-7.6699996,-3.11,0.00533,100818.61
"2019-05-18 18:00:00",2,284.9,279,687,0,65.4,-7.44,-3.31,0.0055899997,100589.04
"2019-05-19 00:00:00",2,281,276,58,0,85.9,-3.8,-0.39,0.00563,100863.62
"2019-05-19 06:00:00",2,280.9,306,6,6e-06,80.4,-3.37,-2.4099998,0.00525,100806.2
"2019-05-19 12:00:00",2,283.7,305,403,3e-06,57,-4.62,-2.6,0.00447,101023.65
"2019-05-19 18:00:00",2,283.4,328,346,3e-06,63,-4.87,-0.84999996,0.00487,101017.07
"2019-05-20 00:00:00",2,279,288,31,1e-06,84,-2.23,-0.72999996,0.00477,101040.516
"2019-05-20 06:00:00",2,280.80002,284,5,0,74.200005,-1.53,-1.15,0.00476,101221.08
"2019-05-20 12:00:00",2,283.2,329,229,8e-06,58.8,-0.57,-0.93,0.00447,101005.7
"2019-05-20 18:00:00",2,284.5,334,354,2e-06,57.100002,-2.18,-2.1499999,0.0047299997,101256.25
"2019-05-21 00:00:00",2,281,282,54,0,82.6,-0.97999996,-2.82,0.0054099998,101034.71
"2019-05-21 06:00:00",2,282,279,11,0,84.8,1.65,-1.67,0.0059599997,101047.89
"2019-05-05 06:00:00",3,279.30002,9.999e+20,9.999e+20,9.999e+20,70.200005,0.39999998,-2.6299999,0.00402,102538.516
"2019-05-05 12:00:00",3,282.80002,252,529,0,50.100002,-0.55,-0.48999998,0.00366,102474
"2019-05-05 18:00:00",3,283.1,261,660,0,58.3,-3.9299998,-0.71999997,0.00435,102310.2
"2019-05-06 00:00:00",3,280.25098,258,44,0,71.9,-1.3299999,-3.31,0.0044199997,102232.64
"2019-05-06 06:00:00",3,279.7,258,6,0,74.4,-0.04,-3.05,0.0044,102037.24
"2019-05-06 12:00:00",3,283.1,265,502,0,55.600002,-0.17999999,-0.71,0.00417,101929.99
"2019-05-06 18:00:00",3,283.2,279,597,2e-06,61,-3.86,-1.7199999,0.00462,101681.05
"2019-05-07 00:00:00",3,280.9,276,35,0,78.1,0.35999998,-4.22,0.00507,101497.57
"2019-05-07 06:00:00",3,279.9,285,5,1e-06,82.9,-0.65,-4.7999997,0.00505,101130.65
"2019-05-07 12:00:00",3,282.5,296,411,1e-06,70.3,-0.44,-6.2599998,0.0050999997,100774.1
"2019-05-07 18:00:00",3,282.9,298,540,1.2e-05,71.200005,-5.17,-7.66,0.00536,100153.99
"2019-05-08 00:00:00",3,280.6,321,28,0.000158,88.8,-2.56,-8.46,0.00573,99684.68
"2019-05-08 06:00:00",3,279.6,303,4,3.7e-05,81.5,-4.64,-6.2999997,0.00494,99269.33
"2019-05-08 12:00:00",3,282.80002,291,434,1.2e-05,66.9,-6.6299996,-3.55,0.0050399997,99146.586
"2019-05-08 18:00:00",3,282.1,279,608,1.4e-05,66.200005,-8.51,-5.2,0.00477,99258.45
"2019-05-09 00:00:00",3,279.6,257,46,0,69.4,-6.49,-1.05,0.00419,99548.375
"2019-05-09 06:00:00",3,279.5,250,8,0,67.700005,-6.54,-0.19999999,0.0040599997,99672.03
"2019-05-09 12:00:00",3,281.80002,254,531,8e-06,57.7,-6.8799996,2.3799999,0.00402,99970.23
"2019-05-09 18:00:00",3,281.4,255,667,8e-06,62.5,-6.8799996,7.0699997,0.0042399997,100143.18
"2019-05-10 00:00:00",3,280.4,254,50,3.7e-05,67.1,-4.87,1.7199999,0.0042499998,100297.93
"2019-05-10 06:00:00",3,280.30002,254,8,5e-06,69.4,-4.75,-0.32999998,0.0043599997,100581.766
"2019-05-10 12:00:00",3,282.30002,266,518,8e-06,56.100002,-5.08,0.87,0.00401,101009.9
"2019-05-10 18:00:00",3,282.1,257,674,2e-06,55.100002,-3.6,4.24,0.00388,101243.8
"2019-05-11 00:00:00",3,280.4,257,51,0,64.3,-2.48,4.15,0.00403,101565.09
"2019-05-11 06:00:00",3,281.1,294,6,1e-06,61.600002,-1.4399999,4.8599997,0.00404,101843.35
"2019-05-11 12:00:00",3,283.2,284,471,1.4e-05,63.2,-1.41,8.309999,0.00474,102070.805
"2019-05-11 18:00:00",3,283.4,267,668,6e-06,63.9,-3.28,5.31,0.0048599998,102490.76
"2019-05-12 00:00:00",3,280.6,264,51,0,69.8,0.71,0.14999999,0.0043699997,102448.58
"2019-05-12 06:00:00",3,281.4,263,9,0,73,3.07,-2.48,0.00483,102534.74
"2019-05-12 12:00:00",3,285.6,269,543,0,57.3,5.04,-1.22,0.0050399997,102534.11
"2019-05-12 18:00:00",3,286.7,287,644,0,61.3,2.71,-0.65999997,0.00581,102416.48
"2019-05-13 00:00:00",3,283.2,285,45,0,81.5,5.31,-1.68,0.00609,102527.19
"2019-05-13 06:00:00",3,281.5,275,7,0,72.200005,4.4,-3.72,0.00482,102470.65
"2019-05-13 12:00:00",3,287.30002,299,416,0,46.8,4.17,-2.26,0.0046099997,102175.77
"2019-05-13 18:00:00",3,288.9,287,673,0,49.3,3.27,0.17,0.00538,102068.39
"2019-05-14 00:00:00",3,283,296,51,0,80.8,1.4699999,0.82,0.0060199997,102168.914
"2019-05-14 06:00:00",3,283.2,293,9,0,89.700005,0.62,0.58,0.0067399996,102128.62
"2019-05-14 12:00:00",3,287.4,309,454,1.4e-05,69.5,0.96,2.3799999,0.00688,102149.29
"2019-05-14 18:00:00",3,286.80002,331,458,1.2e-05,68.9,-1.06,1.38,0.00654,102177.58
"2019-05-15 00:00:00",3,281.7,290,49,0,89.700005,1.51,0.94,0.0061299996,102090.336
"2019-05-15 06:00:00",3,282.9,284,11,0,93,2.36,0.78,0.00685,102126.23
"2019-05-15 12:00:00",3,287.5,313,437,1e-05,71.1,3.06,2.1699998,0.0071099997,102193.85
"2019-05-15 18:00:00",3,286.6,333,438,7e-06,73.6,2.45,3.6999998,0.00696,102160.71
"2019-05-16 00:00:00",3,283,317,29,0,87.9,2.59,-0.16,0.00654,102222.586
"2019-05-16 06:00:00",3,283.2,302,3,0,83.3,4.1,-1.05,0.0063,101949.58
"2019-05-16 12:00:00",3,286.5,344,220,1.1e-05,67.200005,8.07,1.35,0.0063,101872.664
"2019-05-16 18:00:00",3,285,351,188,1.7e-05,85.9,4.6,2.33,0.00734,101625.15
"2019-05-17 00:00:00",3,283,338,11,1.8e-05,95.8,2.3,2.18,0.0071099997,101757.54
"2019-05-17 06:00:00",3,282.80002,292,8,1e-06,94.3,1.51,3.04,0.00695,101684.44
"2019-05-17 12:00:00",3,286.80002,316,455,1e-05,63.9,0.89,4,0.0061299996,101727.36
"2019-05-17 18:00:00",3,285.7,297,628,5e-06,63,0.04,4.5699997,0.0056,101749.43
"2019-05-18 00:00:00",3,281,275,52,0,84.4,2.27,2.3,0.0055,101593.125
"2019-05-18 06:00:00",3,281.9,267,13,0,85,4.45,1.87,0.0058899997,101510.89
"2019-05-18 12:00:00",3,286.2,305,418,1.1e-05,71.5,6.14,6.2,0.00661,101234.95
"2019-05-18 18:00:00",3,285.2,340,377,3.8e-05,79.200005,5.4,6.06,0.0068699997,101328.65
"2019-05-19 00:00:00",3,283.80002,333,34,1.2e-05,87.5,5.8199997,4.7,0.0069399998,101111.28
"2019-05-19 06:00:00",3,284,352,3,3.3e-05,90.9,5.64,4.13,0.00732,101083.81
